{-756816,619986}
{-834808,-204277}
{720971,104955}
{-624973,489739}
{253655,155690}
{-151746,289270}
{-310671,405184}
{53386,-301010}
{-959556,-703521}
{283057,727076}
{575835,-508714}
{-770292,-52895}
{110909,-152657}
{775167,220749}
{23148,-68552}
{144707,613153}
{-714215,935625}
{-779970,-38298}
{531730,556613}
{63964,-844467}
{373592,-474528}
{957552,-271595}
{839710,575733}
{746709,125679}
{-542557,-976695}
{242503,-678332}
{-80505,594753}
{-399950,356342}
{-473342,440800}
{-44645,-930092}
{-571042,387272}
{731708,-297172}
{92753,-115291}
{807360,-627988}
{65565,-69332}
{-180459,239057}
{256543,-603194}
{-910752,704044}
{-594608,318042}
{122765,637579}
{407581,-69274}
{64991,-139803}
{438502,596072}
{153309,-791261}
{551985,-748040}
{964739,981529}
{580397,922660}
{951785,955680}
{313108,-92804}
{-759214,-27155}
{478741,853675}
{-495355,78901}
{-76388,547075}
{834523,637471}
{865174,155080}
{-120369,-694822}
{172711,848576}
{-57231,166639}
{-535957,-205021}
{-183748,115650}
{147861,-338262}
{228327,915803}
{54363,-947457}
{-218640,-645208}
{-948403,841775}
{-406514,-578605}
{-547227,-10781}
{-104546,-28110}
{826155,-753291}
{-379105,-184981}
{776974,645199}
{-293215,-423963}
{821189,-765751}
{311150,-207172}
{-164979,626350}
{381383,-558932}
{576332,-299018}
{536813,907404}
{-134937,346398}
{361507,-188269}
{554597,-447397}
{335374,-761122}
{428020,-806878}
{-78931,53939}
{-233529,129198}
{873956,602627}
{-107702,955545}
{237884,-688904}
{-134832,695227}
{309369,7559}
{362320,-583791}
{735745,615013}
{509187,-258115}
{299311,-910535}
{328266,-913221}
{46890,395630}
{738426,688929}
{584205,-822183}
{547923,-906275}
{-43703,771441}
{-265497,454532}
{-408796,-8819}
{749644,340211}
{-524164,-496756}
{-863697,347383}
{400671,-912925}
{-94038,-750761}
{-340485,-727631}
{-551756,-207788}
{65727,216113}
{-138647,648904}
{329164,-443900}
{849844,-677761}
{479347,717608}
{928384,-266626}
{509069,393350}
{-213418,-539877}
{-336245,131515}
{349313,-656202}
{444577,-389836}
{-928383,63434}
{176781,18114}
{767910,892532}
{-797496,-856304}
{-924019,327058}
{189168,-772154}
{757491,-216957}
{-83955,14987}
{711389,938567}
{377962,-30332}
{-759920,941351}
{-245744,-605328}
{-230832,467024}
{390958,958482}
{704532,869016}
{337730,319323}
{480923,492787}
{-214570,41755}
{964484,-568905}
{817758,416989}
{106618,987090}
{-160189,-683024}
{158007,-690206}
{-473040,-581856}
{267418,849846}
{116261,-493478}
{-393206,846471}
{236614,-778053}
{665971,877808}
{-229211,-727879}
{149868,438455}
{427613,-613869}
{131951,214018}
{-873815,-884456}
{-288377,-996485}
{-994385,905223}
{-58178,5014}
{-380859,-230106}
{669477,-190633}
{207370,-829120}
{-786716,624534}
{269133,-964550}
{239915,-601001}
{254070,413154}
{326252,-636636}
{-188061,793337}
{53802,-991627}
{-306971,-118994}
{-382382,-791216}
{252516,727525}
{235298,-245230}
{-871748,-838615}
{-632051,-460610}
{-378991,714649}
{756416,212466}
{-527020,194072}
{-111986,-79416}
{778052,375433}
{-653965,-58215}
{316045,760712}
{409078,286707}
{993767,257862}
{-226129,332069}
{357286,-181050}
{66927,-352273}
{104405,895327}
{-903867,321081}
{-887370,-205007}
{340112,-640015}
{-11569,-84061}
{-405203,-27846}
{497769,-268759}
{506361,446673}
{385737,887635}
{-332539,28015}
{-327507,34855}
{243235,-1498}
{91246,529502}
{-57187,-814437}
{284743,-638152}
{-704228,920369}
{-945324,-416568}
{535218,-16270}
{196104,-48844}
{-762994,249642}
{172900,-387688}
{854991,-303542}
{-803819,449336}
{-545018,635011}
{-214705,-323701}
{14660,649648}
{428095,-205601}
{-748834,563828}
{752886,188819}
{190638,-266108}
{-952555,21003}
{122146,-543411}
{-744591,-123774}
{-725583,7013}
{471913,-863266}
{-667858,697978}
{415608,547119}
{-897657,-119203}
{47170,-384781}
{-833219,543167}
{-832303,855559}
{-477361,230061}
{593685,207018}
{38920,-719285}
{-791792,-97773}
{598129,-576658}
{-394181,370114}
{-926630,842207}
{-617221,-835316}
{78835,-562355}
{677204,-971062}
{711368,207650}
{-993748,-229606}
{-559399,-274174}
{804703,217978}
{76068,-527263}
{-757950,-306369}
{-464954,-546305}
{193595,895280}
{-244711,-445120}
{-445353,-348834}
{-999491,995331}
{267296,54023}
{273494,-555152}
{462364,423727}
{285743,-587975}
{-524397,902800}
{623183,526065}
{541146,-110286}
{497908,863328}
{837425,-627068}
{17136,-660862}
{-80739,-443816}
{573120,-364320}
{552044,-385123}
{133539,280761}
{-786087,733820}
{-533662,567698}
{32996,482005}
{-413983,566631}
{264454,-379705}
{79236,972089}
{-48143,-325006}
{-786898,893366}
{515313,893978}
{-742831,938561}
{-693439,-862959}
{-600431,120644}
{477036,739457}
{281372,-706052}
{-587255,-548197}
{-155323,502636}
{587247,-238109}
{895288,661404}
{-115735,733147}
{-990951,99550}
{391138,-61257}
{69051,39025}
{798366,585957}
{-65783,-142823}
{3705,-538607}
{594601,6217}
{-242871,-945002}
{111654,738807}
{-402057,212302}
{-567372,-682913}
{394047,837925}
{-357462,-668360}
{398679,297158}
{-406976,222115}
{-79738,-920668}
{730167,-731185}
{-459538,-640331}
{-750312,429646}
{110611,641188}
{-803817,-866239}
{-35012,714275}
{985272,-128834}
{-622005,774902}
{708976,-521393}
{486571,-232423}
{-3465,-418240}
{-485138,619149}
{887475,-9949}
{685783,-882975}
{-697612,254563}
{-579809,-190286}
{-91049,494298}
{391902,-333002}
{944288,-64943}
{-329168,236880}
{206478,-657629}
{489553,-81814}
{70910,-25280}
{402841,976503}
{-964245,-590009}
{-234519,788514}
{711251,-126732}
{574547,-294060}
{610441,673287}
{10790,324157}
{-128477,287918}
{83502,543707}
{253720,-440893}
{-93725,-667046}
{119861,-882394}
{675889,475433}
{646642,-423322}
{-422320,294631}
{-615415,-600614}
{846970,-783664}
{-833534,107427}
{-972462,-769234}
{605250,-305229}
{346580,85968}
{-447881,-687654}
{293768,-457996}
{-83333,-163598}
{758428,549491}
{208816,37719}
{468390,310598}
{-495579,354779}
{914990,390879}
{505535,270070}
{97816,-745485}
{823675,629951}
{893344,692563}
{873358,-801937}
{-574234,415388}
{246861,948971}
{-766412,-43220}
{936882,589749}
{-78354,734346}
{-762815,2630}
{62236,-758318}
{-462474,-795841}
{-709787,-625020}
{-536893,-155497}
{950839,-93750}
{549006,-959416}
{537231,-529389}
{576556,956204}
{264211,-611384}
{-830273,-763393}
{173951,-533706}
{-517901,-51147}
{924920,-393457}
{-346895,101286}
{565132,-184171}
{-199693,-817478}
{-410393,709088}
{-873086,817723}
{416392,276380}
{596131,921532}
{990925,994976}
{-704860,-221945}
{-282435,-967178}
{101988,-983031}
{-250515,790045}
{-201597,-689137}
{514695,70781}
{-811544,-631875}
{-344299,658788}
{-278610,874649}
{-842348,-561672}
{-144979,-975217}
{-273819,37594}
{-410027,-93405}
{-210747,35546}
{-674998,-380257}
{-331271,-623954}
{-956777,-689426}
{-377426,-261958}
{-832799,436399}
{520935,100532}
{-237723,374183}
{395122,26259}
{595650,-126415}
{-964061,55301}
{285969,-238459}
{514323,704299}
{256091,-972238}
{-651691,-226486}
{-303706,374883}
{-47397,-287447}
{-807658,88467}
{201229,-211053}
{406994,669092}
{-949930,-305437}
{-551088,-501545}
{868944,-129190}
{-884199,389978}
{905215,574642}
{-128286,-3089}
{843876,-853713}
{-182154,209185}
{-933194,375102}
{310795,-242557}
{-641677,-389388}
{394320,-975970}
{975290,49406}
{-250719,-470090}
{-303637,382463}
{-883605,-654874}
{-143268,338078}
{-425122,-670801}
{-952384,-629672}
{876553,164737}
{-674752,992417}
{303638,-538564}
{-304807,-93066}
{-68172,523710}
{296416,184003}
{960923,-825336}
{951992,297008}
{60648,717385}
{-712888,-179369}
{690807,-623800}
{-194458,-702526}
{501806,-992571}
{606522,38258}
{68375,-517749}
{-837101,885910}
{795002,670147}
{-831595,-42913}
{-122946,-36515}
{902079,-580035}
{483775,-720605}
{267677,694740}
{-659456,393418}
{64244,431303}
{919620,404133}
{-506463,-792116}
{-113759,-946814}
{86170,-456721}
{-136451,697240}
{973188,-777180}
{-641468,647699}
{486923,-83457}
{-735950,-676256}
{453136,-871823}
{-815501,-101231}
{-900983,-508614}
{772277,-960062}
{-634833,896607}
{426337,-19010}
{-178806,319801}
{627057,675668}
{982928,647087}
{-403125,-737098}
{343269,860040}
{488565,379508}
{557341,-436696}
{-857420,-415436}
{-595173,469480}
{-768294,-302421}
{211137,-586648}
{253323,-955368}
{87957,749136}
{-154007,-736918}
{441758,732025}
{-147818,-853902}
{401198,483719}
{987029,-439211}
{291145,-367926}
{868105,178059}
{175700,569582}
{-611338,-559555}
{998612,870772}
{-957541,407920}
{-85052,565228}
{-714778,307246}
{-67296,587390}
{35464,-928461}
{-729644,59371}
{-323040,-912576}
{-947505,-986581}
{-545018,300781}
{841637,739150}
{-907447,-599336}
{-758567,-947143}
{-470674,-523695}
{892145,-578297}
{238990,-573835}
{-792718,610039}
{991914,523304}
{-813828,-426963}
{345848,-733016}
{731523,-935444}
{74259,-439513}
{-79202,-218587}
{27181,-23187}
{871336,713133}
{62545,733797}
{17389,-634646}
{224056,-986151}
{566318,194775}
{417731,-125480}
{-689097,333625}
{654988,-573177}
{-508538,-945070}
{-41245,484455}
{-876625,-940371}
{-523761,574760}
{885113,730657}
{-922322,836776}
{-200204,-327697}
{-45712,418514}
{224181,-643832}
{560949,324060}
{284387,-56754}
{227949,-898227}
{-401048,-452904}
{-3519,934788}
{978580,95913}
{200356,-578541}
{-396510,208463}
{-387658,913532}
{315453,-998693}
{120298,174964}
{44301,363215}
{-436047,-288542}
{78986,-438917}
{-417382,-740879}
{-276828,-808349}
{-365,-855031}
{-729165,-896220}
{269141,-889309}
{-736051,-879762}
{69025,586723}
{71257,-982852}
{-80095,-339529}
{191572,539909}
{906758,544754}
{767162,3884}
{549156,349744}
{182715,975803}
{-916308,-955250}
{-625163,513203}
{-180331,580681}
{37609,600839}
{34028,98787}
{-623565,837493}
{-32864,494926}
{453741,-22818}
{551753,394613}
{916169,400673}
{797547,505401}
{-620443,-298021}
{770332,-974161}
{-17980,603616}
{517390,-303422}
{-569271,-378178}
{-304308,-816439}
{-717606,872475}
{-716965,-868808}
{2614,-510378}
{563637,-203840}
{814691,-150960}
{424498,340210}
{-299122,151790}
{9678,-860906}
{-222340,-760935}
{629754,313711}
{796571,-442312}
{-827126,-460324}
{-9107,-10895}
{-584166,464372}
{587993,-5217}
{621390,-843454}
{118001,820034}
{234130,-898623}
{476332,909407}
{-542586,463773}
{981015,-503797}
{344273,966968}
{-102829,48435}
{-356807,-86448}
{-14776,-741064}
{558725,316605}
{-536119,375513}
{114241,148896}
{350953,697434}
{620861,145991}
{-673586,966410}
{123314,23700}
{477839,-942495}
{-922950,-108619}
{-3610,-56272}
{360416,-768605}
{376361,-925096}
{-648939,757911}
{821012,-871417}
{-295677,-637915}
{-178380,-365577}
{358008,78896}
{-995327,516468}
{377336,585612}
{-269610,-787917}
{618792,278072}
{-788647,-421129}
{563104,894838}
{157952,-361312}
{-771610,-396078}
{130875,-641179}
{716118,-298906}
{774496,-422776}
{669650,-870090}
{-368835,98118}
{-868762,191922}
{-290369,-61173}
{30441,347415}
{-888298,-188027}
{-252382,108642}
{-610756,457163}
{-269264,775700}
{655470,-607036}
{385273,587944}
{870692,-256120}
{-624868,-580949}
{-629127,-636080}
{-774410,945385}
{-794639,-702569}
{766800,-739000}
{870586,983500}
{663493,968499}
{257558,472315}
{865153,-914091}
{-340740,-894288}
{813391,537313}
{760720,190430}
{-236648,-468287}
{-793965,-400090}
{60227,-510140}
{111707,718712}
{-554218,508138}
{182972,47105}
{760598,641391}
{342798,567335}
{-798250,-723679}
{-524407,-568170}
{-10857,420919}
{97762,136422}
{-772433,-583937}
{565486,-988766}
{252459,884399}
{-498976,211703}
{5853,-889439}
{-577650,-633394}
{-572916,-748070}
{712443,841158}
{566052,995778}
{-574637,-494619}
{-651698,940853}
{349249,-447898}
{124936,922362}
{831943,328092}
{-647066,112534}
{516152,399881}
{415786,-250739}
{417200,-336017}
{161373,-219570}
{466424,-902724}
{560302,812446}
{-417838,834101}
{253697,979911}
{937326,370552}
{-293949,-343533}
{403648,780046}
{-993420,-594143}
{222581,-569703}
{358949,-693626}
{78183,397189}
{992860,-620229}
{275389,283296}
{649072,798986}
{343379,-654740}
{134144,315140}
{-264248,658107}
{303989,-918484}
{-397957,232552}
{-211270,-839502}
{880561,-92996}
{-786626,137850}
{508012,985302}
{-41472,517381}
{-703784,-965918}
{-527220,426944}
{-237072,-834494}
{-549276,453501}
{-315291,-996468}
{956980,231921}
{-445406,107147}
{36164,829599}
{-318516,-303219}
{716915,289412}
{-426658,920829}
{-797900,-924270}
{-439326,-733608}
{92052,379796}
{219750,-542836}
{-148470,551361}
{-204948,831222}
{103242,394349}
{-763039,-505834}
{208006,192628}
{906338,-80636}
{-410264,54347}
{-502873,-922928}
{6616,-636829}
{847367,170426}
{-107183,-999010}
{-916952,-949659}
{971946,327788}
{587022,-395172}
{905855,-664299}
{-565201,97069}
{-580013,338880}
{-720448,-896488}
{629580,-216351}
{437339,708488}
{345296,806066}
{963199,-448103}
{-169255,314779}
{736626,-343272}
{664246,262516}
{-228457,-249323}
{-91499,923068}
{668684,-456621}
{-186330,464796}
{982424,-55580}
{-62298,-923135}
{819207,-634061}
{-985558,-905145}
{-92580,-590550}
{-138642,-231417}
{182172,-858304}
{987724,-36530}
{754498,-640326}
{-499469,-615720}
{348365,-839127}
{-664857,-66435}
{-417238,978516}
{207602,400204}
{934969,758276}
{581607,411339}
{923917,671399}
{652123,260560}
{536899,371409}
{-362456,-996192}
{-613329,-854074}
{-703138,-729204}
{-31284,-79297}
{319285,985994}
{-579299,-185085}
{944511,-268908}
{582330,238663}
{78160,242980}
{209560,-549419}
{-869831,69302}
{-803102,-551005}
{-639236,-884087}
{-712891,486955}
{551816,-175809}
{396179,115930}
{167825,721328}
{455964,808582}
{-67868,263908}
{26483,-511855}
{870412,921254}
{-502112,-277701}
{164071,-225071}
{-386481,590088}
{699912,450190}
{-582162,518669}
{655155,557999}
{-115989,-384356}
{984295,-606701}
{232317,58832}
{-856412,-993637}
{624905,-834198}
{-413639,999192}
{-580158,682830}
{818937,435450}
{-829181,476825}
{643915,336879}
{4926,-309618}
{-679615,141230}
{-923978,666335}
{296814,851917}
{701886,630784}
{812573,-11246}
{-923039,-492227}
{-608595,-480183}
{-743317,-511859}
{130053,764450}
{665515,-391648}
{614810,357801}
{-815310,-874517}
{610317,788135}
{410832,137306}
{627968,-669948}
{444288,312715}
{353394,146871}
{-26447,-18236}
{819083,994953}
{401621,-780773}
{310730,-63791}
{367769,777988}
{-337085,885520}
{666740,-392712}
{-312397,76041}
{115101,-17101}
{988815,87074}
{-918521,439371}
{955255,469312}
{-741258,837259}
{732234,896714}
{958012,-937607}
{347508,127752}
{626424,-915293}
{193905,561171}
{388714,-378675}
{540702,185490}
{613786,397300}
{-782525,-263491}
{-101938,10944}
{-733244,-430555}
{-839049,-11904}
{-385214,182378}
{610616,-154894}
{927540,988776}
{-400131,924343}
{-717088,-441691}
{-907431,305471}
{-628330,-37341}
{-118872,55830}
{659320,-796513}
{-836261,-976753}
{-810290,342124}
{870103,911576}
{-972801,924716}
{-842900,557904}
{484712,-975607}
{-199989,107670}
{-788144,-166243}
{-374089,906705}
{-627023,-913299}
{33794,-84315}
{-215138,-442324}
{239217,47765}
{632472,-327513}
{-91806,-210268}
{857865,22854}
{556506,934832}
{696886,-199153}
{228501,-292773}
{810999,-20175}
{-772324,-292644}
{-128311,274254}
{-610838,-618567}
{-898033,-219155}
{-89478,156566}
{39114,-554044}
{157687,229753}
{618913,-537401}
{-354868,314530}
{-5700,-740295}
{-591805,-603741}
{-518782,981376}
{-13881,431624}
{-12160,839111}
{869483,-657032}
{-355791,-398130}
{-61477,-749336}
{301443,-202215}
{366991,420085}
{147351,531033}
{-57900,-251226}
{-503822,-758407}
{196199,-898699}
{-128371,-818147}
{9488,-775525}
{57111,-759678}
{783696,346875}
{-99721,129277}
{396062,746182}
{-989340,791687}
{-438527,256027}
{987214,-275245}
{160154,-863131}
{28509,678368}
{-321070,-780251}
{940149,96913}
{-290032,236093}
{384682,464910}
{236664,-427105}
{832110,-776077}
{753120,-728029}
{262015,-630833}
{-468637,-40876}
{320612,263494}
{499383,890015}
{564366,-744273}
{-631360,61905}
{-392227,974232}
{-995688,-963975}
{145655,877788}
{5890,-541577}
{-574952,-455645}
{341657,-995399}
{-256082,744051}
{429549,869410}
{680936,485622}
{-101400,-452826}
{44402,-898347}
{286275,413794}
{763495,972560}
{-252098,529674}
{226129,914122}
{-598180,-514452}
{182670,474238}
{-968169,-568125}
{294675,-99863}
{-424894,960676}
{-420095,-812040}
{419693,-698873}
{133936,-338498}
{-952023,-529731}
{-371523,455762}
{449532,-389261}
{-8857,-843657}
{-39780,-659139}
{-774566,-650568}
{331390,358579}
{999433,715942}
{587026,-604647}
{-768140,-853738}
{121294,-998878}
{769122,600902}
{-683864,787277}
{-731218,171187}
{305783,-46432}
{782342,-775169}
{45044,-364914}
{-958725,549355}
{-980151,728670}
{909265,-76673}
{-589611,88557}
{-338792,420434}
{-826510,468289}
{266239,496718}
{-141772,-642967}
{117283,-699015}
{-777553,-365204}
{-794254,835445}
{342825,-741691}
{-220744,-844691}
{665989,693105}
{74936,-280510}
{-88453,-835705}
{152797,-303169}
{-999402,172666}
{-147249,-214517}
{932112,-208690}
{155330,-718609}
{884860,-309045}
{-120035,695004}
{31530,932725}
{-620925,-670177}
{941266,-450979}
{-850953,-134088}
{-140202,-972918}
{-433158,-672349}
{-140238,-314812}
{89447,505761}
{96021,-860805}
{711377,855771}
{-892323,778157}
{972245,563337}
{292021,-963477}
{-264779,80196}
{135718,-183790}
{960323,383143}
{-646535,773290}
{-293427,-529054}
{935810,-447523}
{256453,575999}
{-65612,-829152}
{-693800,-735410}
{859855,91683}
{127250,-876520}
{-237272,650196}
{278869,-753447}
{-4958,-159730}
{730328,-365384}
{-793704,-644831}
{-140882,872520}
{-817940,820913}
{-476027,-755973}
{-865741,280996}
{-103917,396286}
{-753911,407286}
{-810245,798678}
{522704,128449}
{342248,182821}
{-965172,-660875}
{-738164,-191496}
{-823016,-785512}
{25434,-554309}
{256313,-782083}
{-289763,-189004}
{-542768,-994552}
{318422,-82201}
{-218104,761792}
{-678422,-78671}
{425780,946871}
{-82979,749060}
{-499772,-405849}
{630402,120500}
{912306,-95183}
{810923,551321}
{-438959,503794}
{266399,-137317}
{-483646,-661894}
{622365,905917}
{979094,467170}
{-943617,-819663}
{-221221,123649}
{129228,-579670}
{-988082,-204067}
{-184427,-465159}
{-462571,-753198}
{-575004,762571}
{7878,-200591}
{335911,844417}
{-972099,-107775}
{643035,188013}
{807908,404095}
{-770464,-697408}
{33305,873468}
{-146718,717906}
{865780,-143091}
{975750,277321}
{-474072,49175}
{109541,-785221}
{147768,428283}
{-95568,188264}
{-613295,-292682}
{216269,951609}
{-966083,-320737}
{600706,889681}
{-20154,-228882}
{-213042,84142}
{-721918,834540}
{-675115,501858}
{603035,-85421}
{323626,938352}
{650229,750041}
{894146,362711}
{-615575,80993}
{124195,-226426}
{-714561,-700597}
{602269,715084}
{-33993,-580105}
{356033,684328}
{814544,-775696}
{592588,141488}
{-248498,-73777}
{424616,255804}
{879669,-565851}
{-195855,-242738}
{-599938,105967}
{859799,480732}
{-743162,-383030}
{-913333,62410}
{783999,-571523}
{-954891,-866291}
{820727,353494}
{231574,764930}
{419075,305981}
{-698191,471714}
{-561639,777102}
{-934761,192300}
{494199,445872}
{109648,320647}
{-744303,-465456}
{788873,325887}
{-138281,523819}
{-455580,-796323}
{-887276,529189}
{449935,-59293}
{-3810,430222}
{817328,-80833}
{943511,-574506}
{813674,977330}
{87759,-825425}
{533680,79058}
{713671,761490}
{-366735,-626238}
{844447,-39502}
{-325829,260403}
{-703624,520221}
{-772300,506250}
{35697,-921899}
{471920,508831}
{-646202,-386194}
{-646601,420481}
{105891,-189820}
{617318,-738058}
{-803631,-356737}
{792828,472988}
{-713160,-916401}
{-914342,926169}
{-251049,610479}
{361793,-907196}
{527942,-417903}
{65737,984700}
{451238,482297}
{-722922,591089}
{868671,658159}
{488218,-862055}
{415189,-155415}
{-58991,-763166}
{678126,-250691}
{374028,131730}
{-576826,-587830}
{-87810,-772827}
{723406,257992}
{52311,-469389}
{148078,-762982}
{205913,-312502}
{262713,627902}
{-317083,-499005}
{892158,-230655}
{784252,973448}
{952968,-756279}
{906984,-991279}
{368970,262132}
{317405,-977422}
{656327,253858}
{-920453,-385819}
{358197,-829577}
{138455,-205604}
{71461,615201}
{-706050,-552006}
{-879238,686902}
{-425771,-813759}
{825145,92506}
{338979,-76706}
{613299,876623}
{-227805,361676}
{562609,314710}
{101854,862177}
{-717853,214732}
{250401,744220}
{-614607,-821143}
{833551,-687760}
{804132,-235602}
{683608,-886702}
{611153,-33373}
{-586627,212597}
{481627,-966602}
{974319,-807574}
{-66046,61009}
{45064,383445}
{350150,-918133}
{-253323,-798473}
{43244,95981}
{764394,452849}
{772906,-496548}
{648770,-854649}
{969837,651413}
{701426,-382596}
{-690904,-603832}
{661061,327202}
{-271148,-852675}
{250261,318562}
{724973,-288890}
{156230,-125557}
{96196,-659466}
{330327,886197}
{-898289,-483956}
{-929332,-782153}
{-752841,754521}
{940350,544767}
{406692,76063}
{495696,725987}
{-497090,-426512}
{983013,885646}
{839736,-959150}
{-217758,-6544}
{-376129,-492199}
{-352647,537299}
{389122,-877759}
{851982,-513708}
{-26196,213486}
{-289927,-409009}
{-987232,935728}
{627961,694087}
{-221837,-876067}
{-741751,-370822}
{-545227,-52689}
{-370825,264778}
{-25116,924729}
{577395,-481705}
{-738896,-288115}
{-878205,407944}
{-686987,193024}
{215876,-78109}
{849426,-158311}
{-697195,-654270}
{-419853,-74354}
{949735,-80373}
{491991,573985}
{869191,-988736}
{302939,-503414}
{-782605,798417}
{230820,889279}
{-898317,205824}
{-641046,833916}
{-836238,797910}
{-319777,216923}
{-390822,263643}
{-424417,-731075}
{-385578,-876051}
{-4718,581412}
{308877,258202}
{-585914,577702}
{43406,268878}
{-266004,70649}
{-728459,387586}
{-138348,359897}
{685152,-658824}
{-519777,629904}
{64469,815576}
{17222,591033}
{-287387,-460810}
{-864212,-765716}
{-902751,264045}
{-790463,602023}
{896889,683983}
{-56579,763819}
{238991,-771432}
{9669,353841}
{740876,-887446}
{-383109,-234756}
{324963,-882456}
{641242,-628038}
{782324,473295}
{-662906,478451}
{-853506,-195108}
{-130847,197229}
{-400599,32307}
{256336,106565}
{-284363,733723}
{991998,500735}
{710779,131723}
{248142,794080}
{-378556,483322}
{-575136,-418124}
{-283725,796441}
{-754494,676858}
{-410525,1461}
{-809339,213842}
{513224,412301}
{992739,-863014}
{-232568,917697}
{63884,820438}
{823251,443169}
{38383,-135101}
{49106,-888430}
{-157257,897063}
{966337,950347}
{552743,848869}
{-196693,630014}
{620884,-126686}
{104327,-540379}
{-208382,110118}
{330541,634433}
{-100819,-195277}
{359358,-544730}
{477482,-215911}
{678662,-453252}
{-333374,780680}
{186792,580412}
{33536,-652663}
{207576,-888874}
{-337090,-412551}
{266773,127047}
{-387878,-455429}
{707382,403084}
{-44116,-996957}
{-541820,-626083}
{786397,-457932}
{121339,339367}
{-467955,-673376}
{746198,515981}
{-180380,756113}
{-435588,447017}
{379959,710614}
{539840,-15634}
{170940,357207}
{-857371,-269207}
{-485491,97051}
{-298503,921262}
{-621441,-366645}
{355071,-536734}
{-294633,175308}
{-139541,-197707}
{-183009,639759}
{288487,-884205}
{-888547,42665}
{-112787,665933}
{159801,309757}
{-401737,-249901}
{-130836,-49341}
{-134652,99358}
{838962,395039}
{-166582,-419926}
{297498,279177}
{-945019,-181512}
{14686,138190}
{856259,631293}
{-331800,-775972}
{964682,-821112}
{-132945,449591}
{532393,391655}
{850608,-277175}
{-134441,937444}
{-949957,-602551}
{-982225,-311809}
{951477,-817476}
{-481609,756800}
{891737,469580}
{-594407,-291019}
{50565,277639}
{545381,889634}
{-327715,-338550}
{-763026,142462}
{775138,-667660}
{117024,426799}
{-149349,-988389}
{-276112,-225768}
{-884601,67182}
{-755489,-962317}
{448999,393142}
{988225,-963527}
{-14041,57107}
{574144,-695324}
{898784,-504247}
{-481620,538572}
{751922,-314701}
{562570,-109112}
{96383,260592}
{-74857,-884970}
{373803,775462}
{-462982,708439}
{-154497,55160}
{979701,-520837}
{-717985,276031}
{631054,-329122}
{924397,849045}
{-332332,125150}
{713089,691081}
{-889896,56335}
{-649205,-717509}
{-742226,-879026}
{-110881,-259264}
{58699,506372}
{215098,19347}
{-126428,-772065}
{-82107,534087}
{381164,-53394}
{-738916,177772}
{-46247,459850}
{211854,-417564}
{-344498,-290647}
{-316350,-625526}
{491490,-319293}
{897735,-64099}
{-480800,-827767}
{-925396,219355}
{580836,128772}
{-435318,-100242}
{507270,-339413}
{219383,303396}
{399528,321469}
{-994569,576160}
{-540061,213583}
{964964,437099}
{149142,-375488}
{-667705,-882777}
{-385120,-35592}
{-224126,352375}
{480177,-920916}
{96411,-468612}
{456500,-620428}
{-152132,967263}
{-178896,922734}
{-336980,540075}
{546198,-363602}
{951655,912478}
{426820,-943575}
{848969,678203}
{649880,245431}
{-874657,-140284}
{592442,418652}
{387027,-170021}
{-571393,-222049}
{286599,991877}
{486419,-236650}
{903135,159355}
{731983,873525}
{135978,-178690}
{-76827,-176341}
{74568,-915579}
{916985,-206006}
{-309153,-917003}
{170331,-649459}
{-105504,-144979}
{-250598,444126}
{-32313,-633495}
{-220159,-609993}
{-193198,977688}
{-218697,-313766}
{900076,841922}
{421419,-180871}
{855692,364411}
{344355,-11364}
{949853,522807}
{-491694,-20237}
{695370,795075}
{181617,441917}
{-376607,670599}
{330716,361948}
{695820,811196}
{-571895,935342}
{-504418,-247257}
{-109447,-718003}
{-265418,-718884}
{-658916,-47227}
{137,870547}
{606294,35760}
{477353,860788}
{-706515,89494}
{291276,-244043}
{-122744,-724040}
{993622,-353696}
{159222,-725058}
{-674247,-8713}
{-865098,619654}
{-409929,-428697}
{795070,364375}
{891941,-5568}
{88962,-921346}
{-209530,-772119}
{712964,46611}
{-129779,-704751}
{618298,892826}
{-323344,-181669}
{395212,-241759}
{154462,820337}
{495435,844508}
{53723,110715}
{632302,-190896}
{-212651,312456}
{-738550,896175}
{-563803,-735807}
{623888,764668}
{743392,-58774}
{-845186,980790}
{-556907,-184095}
{767332,988289}
{-307637,329431}
{543025,-145079}
{-821948,-102841}
{376950,261185}
{-971013,-396167}
{260239,-752106}
{-505461,-43354}
{-829691,-771274}
{-369386,220513}
{363308,574736}
{-764978,149591}
{63585,299268}
{-767734,-887795}
{-109391,-400617}
{-94599,924643}
{994114,-98616}
{-833620,-831408}
{203220,-900683}
{602220,-147124}
{-498048,-737402}
{-178826,-849253}
{-783595,940068}
{-693841,-839483}
{597625,-88451}
{294226,-146670}
{844501,-502643}
{-134625,-631026}
{-133157,-935454}
{512123,637200}
{553075,-729410}
{-478976,-971868}
{543989,-507844}
{-17175,854160}
{-738867,-826896}
{525068,-24664}
{863348,-488709}
{-781823,708186}
{-740175,100311}
{-43485,295751}
{650996,-944188}
{13608,566846}
{-673649,-144465}
{-370162,375442}
{-684747,645978}
{-27057,801467}
{-828758,504883}
{-492456,978217}
{-159727,367121}
{-757750,-444309}
{-327707,-148615}
{313403,968377}
{-943706,983218}
{-487017,256494}
{-723461,-188016}
{-117509,-396366}
{607136,-969072}
{-697453,-314783}
{39153,-760028}
{542953,-387704}
