{276110,-958760}
{-862031,-656793}
{-952551,949780}
{-216987,826861}
{-240502,545782}
{807677,133242}
{255189,-795602}
{-567568,2949}
{990320,-435214}
{-411094,581852}
{226367,-214757}
{-592863,-98312}
{637561,452632}
{278180,757436}
{643648,-683703}
{108981,984378}
{-187414,470150}
{-30096,999152}
{-620632,-218317}
{-774026,565358}
{479224,375322}
{-122363,-327771}
{722794,14224}
{-216625,449575}
{-936692,521047}
{-490226,-260250}
{-252606,361351}
{-313696,-956717}
{-981698,105821}
{983295,-388570}
{-482066,-574863}
{438395,-102730}
{-462662,378873}
{662474,-100743}
{-117689,-978710}
{-907303,779804}
{785963,511559}
{-356217,-512345}
{-339921,-536973}
{-630144,671902}
{-300478,-564192}
{-689897,915031}
{645529,275970}
{-829166,-960330}
{459899,421385}
{-409015,172897}
{-57935,45751}
{386572,299384}
{805426,650002}
{47010,-339907}
{-977273,-282369}
{708650,-458565}
{751586,21662}
{369177,946537}
{422929,633691}
{-746940,496550}
{-315149,566187}
{748584,91698}
{-558969,50792}
{-653765,-954667}
{426306,602951}
{-689388,741095}
{60273,-921817}
{826359,396577}
{-601918,-540667}
{905856,-76356}
{-43430,-250942}
{673505,-139545}
{-700438,-413794}
{291982,20641}
{48173,-196467}
{397823,53038}
{111305,-868741}
{-781568,483}
{-109244,77692}
{-975535,401059}
{-959733,-584296}
{-488241,-640968}
{-584394,-966444}
{-467477,18956}
{-168685,-114441}
{-869793,812251}
{-884851,280284}
{107179,54855}
{14695,-355624}
{281087,-594848}
{-871026,403195}
{-99273,-954284}
{828348,736711}
{220648,677176}
{-957403,484382}
{-157302,-686991}
{-215387,-711933}
{-557706,917453}
{-868073,-804232}
{-742799,753803}
{-864239,787785}
{76473,-708885}
{459418,653956}
{-251003,307218}
{902061,999863}
{-844431,925496}
{-756461,716847}
{-525241,-107403}
{516662,511365}
{878647,664010}
{450514,-473285}
{-658913,204905}
{-836652,-539239}
{159080,430584}
{231460,-933300}
{655080,-183179}
{454390,283375}
{470291,189601}
{265351,140821}
{-480387,3735}
{-105992,35119}
{44707,180614}
{131634,551368}
{673116,995454}
{984590,-979043}
{744713,-375686}
{-868528,971326}
{417732,184451}
{-555034,307297}
{203774,394408}
{638823,677620}
{-235821,-957945}
{951901,675292}
{-142628,-225176}
{-122982,878569}
{-208562,-582939}
{-319589,881837}
{896646,895770}
{-259018,-365906}
{246461,233750}
{779336,-931975}
{997018,451618}
{390651,-179213}
{-911706,881309}
{-170886,273157}
{-557888,-121499}
{-260815,348744}
{329755,742637}
{10034,68053}
{868761,-645551}
{849858,-377124}
{-623915,29855}
{-21576,-380832}
{-990439,-951868}
{-508235,-795528}
{-401605,-465580}
{731275,455690}
{-53303,377946}
{-963004,-220221}
{-532001,900218}
{71588,170039}
{-301879,350278}
{941018,-166603}
{202470,791262}
{165815,-570779}
{-866692,-159278}
{-740793,935112}
{148076,-344869}
{634878,800191}
{155313,-265370}
{-296274,-475953}
{-64156,469488}
{-32664,-486090}
{25989,-247549}
{-543367,39574}
{17989,429607}
{-936350,589623}
{-380265,-224992}
{-805467,212282}
{5157,-136593}
{-722036,937178}
{-786551,33305}
{885887,58359}
{-494321,-75241}
{-754762,-559332}
{-556857,848565}
{-40767,268944}
{742617,602246}
{-546720,249676}
{-761150,700187}
{-392860,69411}
{802010,354850}
{-328016,-210296}
{735505,765695}
{638208,340695}
{958677,-882476}
{-864,-875666}
{933634,927549}
{889896,-250673}
{141612,-767175}
{38204,354501}
{-554831,-586979}
{-673334,-92362}
{389115,174405}
{106989,188991}
{-662921,404115}
{-113499,-763220}
{-778811,-243238}
{507864,-627723}
{-754934,774233}
{-179375,-97276}
{841433,-513967}
{358750,-544543}
{337996,-92985}
{121944,-225105}
{386598,236270}
{103081,994156}
{-597194,-804782}
{153482,900557}
{-692238,-498835}
{-117480,-591157}
{-510534,-943971}
{-540346,533233}
{-674419,858404}
{151995,635515}
{657947,562757}
{342353,361842}
{877837,-122576}
{-422553,-6291}
{-916374,-565564}
{-637838,-902162}
{905299,608255}
{-650123,-324982}
{202564,156497}
{869551,616506}
{-897515,298202}
{489813,253153}
{773255,381404}
{-473012,241847}
{81129,-435604}
{612371,76320}
{-685323,-878352}
{269655,-339259}
{-270938,-5735}
{978954,-166937}
{114603,-681800}
{350406,484426}
{-292248,199786}
{-236114,238054}
{545922,994810}
{-648262,-19744}
{527028,198451}
{-802867,-258189}
{-432229,-542084}
{-382134,251169}
{502038,-616001}
{-282559,659588}
{-7458,-681056}
{-543965,-93420}
{-244778,95473}
{-657259,520613}
{-812150,-909123}
{-126205,-905665}
{166745,-366394}
{-894219,-796285}
{-235877,557398}
{-696640,369334}
{942689,-26061}
{336968,726434}
{-127869,861900}
{351346,-400816}
{807729,485894}
{-830191,-603625}
{-278018,-845910}
{-330339,-434574}
{198549,909973}
{525808,-203133}
{-827461,426251}
{351096,-733896}
{-112776,-379272}
{20467,-9034}
{-662418,310141}
{107185,-302782}
{242349,-841251}
{-886160,940335}
{-627915,929426}
{-230651,-174835}
{401611,-804894}
{-55502,-757563}
{-705870,747675}
{-330918,637288}
{300209,859925}
{-559920,936989}
{203842,203845}
{-48234,296421}
{451286,908923}
{952242,780206}
{252687,-508165}
{-615335,193872}
{-660990,-138911}
{891054,-927244}
{460813,47888}
{546767,-477392}
{482623,60338}
{-89797,611474}
{-886923,963089}
{-783591,454800}
{-247755,702488}
{-669611,-752204}
{-797819,157969}
{-181400,-379637}
{-540174,-617386}
{799019,9454}
{385497,-743697}
{-166502,-650666}
{310707,553066}
{-501384,-147739}
{623860,680788}
{459569,-987782}
{18899,666713}
{-352526,59358}
{-167208,-425609}
{520051,-747968}
{947927,329574}
{643301,267013}
{-301520,109419}
{-526724,279331}
{-702368,400541}
{-140709,311415}
{781453,-641628}
{-331797,-650760}
{246126,-247533}
{-976146,-193585}
{-499345,-557254}
{400205,-90192}
{301127,194464}
{987631,749754}
{761402,-107585}
{336474,891421}
{257178,509025}
{690499,29488}
{5614,-734413}
{-941827,545390}
{-870836,-203289}
{-245732,-664547}
{-381422,618831}
{-530477,818995}
{204703,-539477}
{-549129,-603546}
{-674208,997561}
{-199561,377487}
{-801303,-447361}
{-52318,91166}
{402539,670136}
{-257246,757669}
{854149,875652}
{903110,-476519}
{335654,711851}
{535528,-124110}
{188613,420863}
{683378,193172}
{740525,537431}
{907937,-496720}
{-110744,165362}
{888567,109670}
{-634460,796434}
{947857,-543817}
{-10513,-895902}
{995209,298307}
{-989380,-289003}
{167836,659402}
{195092,-329432}
{503644,344877}
{-297621,-345091}
{-580353,381948}
{890587,803256}
{885422,177027}
{-974300,-290616}
{288751,-457714}
{811781,-86000}
{-263247,490527}
{-90686,324845}
{280024,-780404}
{-21640,-93404}
{203721,-818862}
{-773460,357154}
{614994,64552}
{639012,-779197}
{618428,-500126}
{-142340,-898652}
{-568763,111474}
{-262714,-534464}
{-512309,-681454}
{499801,866479}
{371974,60067}
{118582,-468743}
{627488,964624}
{312338,229191}
{-60829,508503}
{582542,826977}
{-914791,417618}
{-65536,529386}
{-252125,-485494}
{-465716,-144716}
{-441604,-900031}
{9612,-672042}
{-988386,-949483}
{-742010,-702777}
{-803388,589891}
{922990,306433}
{-745728,582821}
{-264663,823147}
{873875,-497209}
{-852398,509427}
{386794,-930210}
{753868,304103}
{-753380,426179}
{-531769,888482}
{561538,7439}
{-717338,-569468}
{553763,30197}
{272925,765443}
{-517032,-825522}
{-847137,-828155}
{542117,795384}
{505444,-388380}
{673667,-930183}
{-744906,-537715}
{-603325,741828}
{626035,-572968}
{-721422,-932466}
{-565112,687574}
{533452,218112}
{203822,-624378}
{-2311,305492}
{-572709,-82884}
{-929619,-570782}
{-331982,217220}
{579237,-658962}
{910306,-770076}
{-384991,-1152}
{-594680,503301}
{698589,381207}
{688999,447330}
{288802,692771}
{-198860,229687}
{-578175,-922446}
{272182,-969237}
{-199208,764486}
{114418,909379}
{632078,602804}
{-791675,-976693}
{623744,-256759}
{-97952,-119201}
{893594,201606}
{771167,-341449}
{-659731,764263}
{410720,-142653}
{-519724,882373}
{832590,-910375}
{47027,-797437}
{-172079,858107}
{995284,749948}
{-267554,736825}
{-234330,-738432}
{-730227,206346}
{-145041,-561349}
{466283,-470962}
{675856,-695290}
{-222035,-432106}
{-650107,-502268}
{310449,881944}
{-777179,-708328}
{-19959,-275856}
{40391,698129}
{345927,-56983}
{474488,906716}
{-861167,-950841}
{557874,465933}
{-210700,-413102}
{-486751,13783}
{-73102,-227208}
{-645344,138667}
{-612927,-50051}
{-984923,-302437}
{814087,875862}
{224885,758784}
{726671,941964}
{330314,-757131}
{-282385,516910}
{428175,-955998}
{888227,-128515}
{999814,-237736}
{-202730,222859}
{492392,-381700}
{709027,469482}
{-834908,-961257}
{-729451,563520}
{170742,-198726}
{-81063,450616}
{-795193,-450275}
{-838950,-462537}
{691776,68902}
{204898,-958642}
{283496,-675598}
{953564,207570}
{-314133,-701774}
{-770536,-513072}
{877741,-119149}
{673479,566530}
{462921,-284555}
{-210815,-226124}
{-200094,-544256}
{177837,796462}
{676621,-887167}
{-206123,49883}
{882084,800554}
{750719,439316}
{39514,399958}
{522566,263139}
{564802,-913316}
{559220,-234609}
{-245011,-201495}
{559012,-53497}
{-420412,-515157}
{258132,421769}
{233841,-66474}
{-966309,997567}
{137007,-792250}
{-657659,-450566}
{-667134,872304}
{-421940,185740}
{-816850,50480}
{-210867,-891128}
{-812477,-719615}
{805715,-346894}
{146563,-675948}
{-684502,-225390}
{-815574,-96279}
{-578992,598364}
{-538414,-507822}
{-639594,712489}
{-393549,267853}
{667784,-660485}
{272390,655567}
{981445,-827026}
{534149,-553031}
{-242323,-27481}
{-837239,567017}
{-971251,965901}
{-748608,82562}
{-848501,-267737}
{-79478,596282}
{841260,376441}
{-865113,7049}
{-599366,-925172}
{606833,431935}
{-290193,461382}
{631589,-973692}
{-805491,-637979}
{-201730,-982892}
{657569,936899}
{-288803,148615}
{-15476,843273}
{84475,718892}
{-673043,-450468}
{761217,-340219}
{702586,-488676}
{730958,-465805}
{830899,948206}
{383649,-44869}
{-207607,539934}
{681850,222248}
{-476098,696523}
{-133873,-841021}
{51937,-777774}
{801263,208420}
{201780,-307361}
{808946,-984555}
{240372,345633}
{820313,795614}
{-277596,-570724}
{-565876,-803427}
{-741441,919208}
{861777,-730363}
{321253,-167485}
{-389953,-665250}
{-713527,71046}
{-615762,348749}
{395794,860326}
{331217,-97982}
{281950,652359}
{181816,725783}
{938944,-633267}
{-563806,-477722}
{-346397,848172}
{-452427,-892516}
{-634893,846890}
{-935092,-75765}
{-517559,879268}
{147844,202444}
{-535316,-934184}
{652727,-413453}
{-479173,479783}
{977045,816819}
{-643639,615045}
{-164077,832771}
{974432,381012}
{872586,-246062}
{937667,-25521}
{110650,-108017}
{219098,558421}
{960098,845078}
{75946,737965}
{-187930,440159}
{838271,321636}
{-441626,-118756}
{-266443,488185}
{-101751,-966916}
{184001,553991}
{-419074,-303333}
{377690,772043}
{-649031,246482}
{-70371,716656}
{654316,891289}
{498189,816351}
{-494175,-957789}
{345600,-859275}
{910849,-296693}
{722405,372658}
{-317935,-377236}
{224257,900303}
{-929304,-836330}
{-208064,-64430}
{-472944,-898915}
{52498,-101716}
{-920797,288883}
{504143,533135}
{317680,-210384}
{4262,457508}
{939278,-916556}
{-983516,368079}
{-521704,-275002}
{543682,-93046}
{812127,626178}
{-561971,-138348}
{588183,458587}
{-496418,-563009}
{728432,-101535}
{979050,-686906}
{773608,630454}
{-857126,-300267}
{105429,-985523}
{604257,-584050}
{991102,-821884}
{-477230,441714}
{901456,436108}
{49863,418257}
{603420,-659259}
{-290709,648298}
{-404470,-100537}
{-794689,-238165}
{727223,791809}
{481941,447113}
{813772,782401}
{43232,-724104}
{767867,625698}
{-379887,-973214}
{944814,-348581}
{-276837,525291}
{683795,245512}
{-106121,-67630}
{-94345,-339025}
{-87686,302729}
{-483489,-432628}
{720921,684731}
{-516591,-405235}
{-138558,-315988}
{803125,506587}
{772624,-866137}
{461247,-523046}
{786789,922986}
{272701,170652}
{-798453,696355}
{-407194,626972}
{-587614,405103}
{-541458,-818483}
{522906,-736549}
{-408279,51584}
{122367,502344}
{-367181,-425689}
{46877,-999178}
{742132,36822}
{606107,238983}
{-390614,498644}
{-779084,-416171}
{-13285,-419429}
{-960825,-49220}
{-113267,12139}
{-115451,-651216}
{674464,-224328}
{166962,465133}
{557776,-471096}
{-235968,-561222}
{-873523,421905}
{939423,199351}
{-983034,-249833}
{-259805,993068}
{626086,251837}
{199205,869124}
{199246,-612341}
{264486,202966}
{-191211,-9353}
{-614497,220322}
{938695,214514}
{-926703,-651268}
{943476,-382834}
{-138574,899663}
{629177,-291533}
{241063,-550170}
{156370,-599907}
{286727,405395}
{845882,-942422}
{864490,-843871}
{-15293,469146}
{-997163,528687}
{917810,-38500}
{-870219,109645}
{-703691,352953}
{85278,734340}
{415256,703744}
{-307448,124710}
{-811319,-513609}
{-999663,953319}
{-899515,594843}
{135986,314820}
{969539,-348594}
{944621,-985977}
{796693,676621}
{792834,463882}
{-432185,931132}
{-538285,867818}
{-431766,-726032}
{-722647,925928}
{708625,-747001}
{875955,50120}
{-978197,-813788}
{-565071,-893681}
{292158,-947603}
{746260,-305241}
{315079,782776}
{72125,-248409}
{501724,-470994}
{765386,-87325}
{284853,-33110}
{-697281,365679}
{788601,-338380}
{-165699,-749884}
{674895,-37002}
{241362,-83267}
{317820,639264}
{-112373,863787}
{-146200,765650}
{860687,-869918}
{-481608,702647}
{370419,-165084}
{-503689,347831}
{-524497,6635}
{-503859,-444022}
{-409487,531958}
{241703,954667}
{465935,788676}
{-551382,631850}
{980851,4112}
{-517520,-748089}
{-301540,-402833}
{-437623,458630}
{191661,439796}
{806695,572753}
{-219047,-775672}
{-371249,729228}
{722954,-355138}
{603782,-319490}
{376451,229220}
{-87677,698182}
{196936,-749702}
{50940,313260}
{202382,77414}
{14951,-962731}
{-539981,15377}
{-939595,-86082}
{575690,167117}
{40150,979704}
{3277,759218}
{-570360,361203}
{198407,-901872}
{-245258,-988262}
{-219469,-484499}
{375505,512108}
{-404383,-651560}
{63023,-200119}
{-879169,-157516}
{587312,740769}
{475835,517576}
{544241,-61829}
{546476,441273}
{-116909,-910175}
{-669604,-484324}
{-711497,-317427}
{680779,558692}
{-512162,572309}
{-979101,746089}
{632722,287051}
{354246,-138176}
{718703,-29445}
{-647084,639433}
{716713,467745}
{950304,184081}
{-844397,487461}
{-364775,-346838}
{559968,213692}
{917711,422368}
{437218,-543218}
{484082,-961381}
{-658011,635285}
{974062,107777}
{94255,-160454}
{-347288,-493525}
{696679,858468}
{-96084,769301}
{732649,-654602}
{532168,-454524}
{82106,-835491}
{946173,-393124}
{-57006,-536457}
{-616368,-867048}
{292697,445934}
{-6350,-959082}
{564752,511227}
{266664,-805598}
{-574058,923437}
{-584356,597658}
{907138,-601154}
{-201095,-355051}
{-712216,919573}
{53218,-494563}
{47835,-714889}
{490040,181768}
{161574,-102827}
{-458764,942791}
{-871599,926405}
{-49144,-603485}
{-119439,998425}
{-438711,790627}
{-17275,319545}
{-544501,608412}
{-125017,7502}
{-448723,-468181}
{12736,-911514}
{-713040,-341739}
{556556,42134}
{-351649,-518811}
{375274,-431738}
{-339669,-662848}
{-788387,85465}
{-139142,-557430}
{985230,250757}
{502442,86245}
{-451158,91262}
{-998139,-727230}
{966929,-330186}
{199116,-808282}
{181884,743112}
{-484391,509904}
{806484,204888}
{390156,404921}
{938013,162620}
{-143255,-828063}
{567316,453779}
{-669783,790933}
{-192805,728191}
{871585,-183814}
{35754,23992}
{716835,-267223}
{-962096,-109496}
{-356691,-771032}
{-132807,727437}
{-523869,-209754}
{-570913,-430868}
{-694539,639065}
{521884,674702}
{-610469,-412064}
{927267,-233412}
{14617,-726464}
{747753,-505512}
{490769,25293}
{-171710,-541178}
{107842,-633540}
{843299,-386943}
{287164,63330}
{876065,-16887}
{-819686,556606}
{-234249,876059}
{-295883,823700}
{-394512,-370840}
{545120,650579}
{-349619,397684}
{-392026,-369713}
{-794757,-158773}
{-648450,218879}
{814496,-126217}
{33289,614971}
{-833293,967155}
{-508690,-803830}
{-210753,-13592}
{-699527,870870}
{-769906,-627225}
{300520,819554}
{-978041,743894}
{-932686,476130}
{-863176,662890}
{-98015,267173}
{705232,-911548}
{-182570,-417541}
{-367558,-407829}
{927868,-301592}
{210152,954237}
{-441350,-908817}
{-910649,-194889}
{75424,835932}
{-261327,-222412}
{566895,914872}
{-721717,121029}
{68583,-592492}
{-505106,421573}
{14093,-769480}
{939095,-451905}
{944932,832173}
{-553815,168655}
{-213037,573661}
{-924727,102837}
{154310,790545}
{279056,-124371}
{98005,-736390}
{-376719,88616}
{476132,-564908}
{12371,-669156}
{-854088,-678662}
{-974506,-809123}
{-513827,306730}
{367283,-604531}
{361951,-539386}
{47714,-97319}
{585789,72292}
{432788,342068}
{-502763,102688}
{839227,-124582}
{29977,145935}
{899413,-899547}
{-609886,518533}
{-103932,699946}
{315077,324880}
{550684,553239}
{724676,-567714}
{86238,-916956}
{160607,550475}
{850356,358382}
{407453,154839}
{-11265,238105}
{-664021,592706}
{-748432,786651}
{-320372,555508}
{83658,-41324}
{572353,341285}
{-78819,919948}
{-95081,-34655}
{485070,-469688}
{-354244,400794}
{245337,94281}
{578807,9317}
{640752,425230}
{679440,-154311}
{466182,-763030}
{704544,-704608}
{588945,-375702}
{-755189,-564364}
{-482439,603234}
{826935,-242210}
{181692,199290}
{-952455,-656390}
{-464859,16897}
{-254104,877515}
{414300,-304737}
{-29712,207012}
{-564746,-610396}
{-459796,896365}
{-38544,-539619}
{-486255,-446633}
{-133928,639015}
{-703535,268079}
{288244,324321}
{-478917,385606}
{-378578,472341}
{885606,998361}
{-501359,-952148}
{252488,457226}
{380810,811447}
{-168267,-720678}
{170841,-811467}
{94830,211919}
{711573,830281}
{-89964,-39826}
{885121,97435}
{-909254,79522}
{-206399,-374407}
{-7492,349676}
{-658582,865091}
{-876714,226820}
{-798269,-222462}
{404241,998055}
{-772762,-982468}
{205648,490577}
{989957,823712}
{-997067,694283}
{371529,927560}
{154882,-873528}
{729979,-359883}
{876779,460580}
{8925,-850055}
{23536,-663620}
{242614,-529442}
{-179219,413828}
{301596,-317490}
{14265,-928130}
{-324007,-915463}
{682949,368824}
{856090,943448}
{-596509,-411618}
{-94398,-115801}
{683283,-861365}
{-908015,959858}
{-406871,703523}
{731497,-450162}
{32026,143319}
{-74863,-767742}
{-693833,-547493}
{157418,617347}
{-229922,344079}
{-176065,578716}
{-228921,832314}
{-419723,-411863}
{138460,858365}
{-641948,440194}
{842464,161010}
{-687981,359082}
{775568,574339}
{525597,-534569}
{472292,-751935}
{686356,-862264}
{-718979,75139}
{-383732,-733706}
{540019,-744577}
{710072,664402}
{-325318,-955772}
{947294,642432}
{-894221,-830100}
{-558164,-442392}
{-449989,-675068}
{69862,578416}
{-858987,356380}
{945150,-573198}
{-296521,-639882}
{56308,181899}
{195178,49604}
{-222861,67483}
{565025,-25070}
{-706822,763269}
{-444977,653366}
{-658930,-179093}
{792532,717764}
{138286,-317867}
{430162,-605306}
{-414966,362872}
{970838,-614879}
{-509928,761966}
{-16294,-382030}
{-197393,149173}
{935596,-875763}
{-803600,925846}
{116600,-923783}
{-759438,30056}
{-193097,-926433}
{-60080,-213428}
{-659228,270098}
{712080,-402044}
{804709,240056}
{-26935,879068}
{734051,-193600}
{-608004,742262}
{-387091,-541125}
{912591,42046}
{387010,465438}
{249915,265265}
{182288,699930}
{-708222,-389757}
{-381847,-454260}
{-325513,309451}
{902215,-196775}
{642127,423621}
{-69464,165226}
{-793541,892503}
{-491310,222050}
{171429,160303}
{-713663,61626}
{366582,-788780}
{-777151,-602100}
{742875,-485413}
{951780,-650218}
{118128,758147}
{-653653,327469}
{110502,896858}
{657833,900340}
{885059,-811711}
{193172,599985}
{476531,-785385}
{-773036,-692129}
{-15321,-537602}
{467470,12555}
{389842,439135}
{904895,590589}
{547093,-970661}
{-853110,-231810}
{-174542,-794949}
{489796,875742}
{-455851,174091}
{-796913,538291}
{614558,752929}
{-835400,827904}
{-782816,678257}
{-887708,2563}
{-445761,-565327}
{284588,-959173}
{-372910,700758}
{356908,875077}
{-734974,-527916}
{527020,989865}
{191381,464260}
{-96687,-178338}
{264335,996504}
{-703232,326361}
{-644438,282962}
{303166,-491311}
{823042,-127012}
{-412045,-178397}
{-303497,-201014}
{109480,-461131}
{160015,-959739}
{-450308,976387}
{-350217,-614591}
{935887,-210022}
{643627,627490}
{-972411,-659098}
{-448543,676091}
{276463,968839}
{113354,818225}
{-733175,-176907}
{53959,255275}
{415898,-267274}
{320831,633696}
{-700650,87647}
{708403,744215}
{-419458,-939844}
{641629,-614973}
{-552678,-495195}
{620376,114983}
{-734266,-132797}
{795520,-385336}
{-614784,682360}
{273719,-826552}
{-176626,-225988}
{-524462,230058}
{-188339,239275}
{994222,881988}
{773514,820583}
{-818276,-102200}
{-715901,-274745}
{-248134,-201296}
{-386190,-761515}
{-305244,-24789}
{716825,-820799}
{136822,958033}
{236070,-997869}
{-540031,-5904}
{-403129,764051}
{-418944,-594522}
{429629,234284}
{-866109,265456}
{41637,330978}
{307539,125795}
{623123,634954}
{-742232,937585}
{958506,315122}
{703980,-182582}
{-302680,905482}
{-712938,788721}
{-775691,-970035}
{-445708,663838}
{737992,-750485}
{-976648,144083}
{426703,312601}
{-924349,-301290}
{-949048,-914316}
{377708,-935060}
{859735,-755128}
{37921,-411272}
{-754755,774637}
{886825,666554}
{-414924,-962709}
{511336,84799}
{989270,-640867}
{739151,-38875}
{-518019,-941326}
{-768466,-850354}
{-551353,-773121}
{-62208,270203}
{-455827,334904}
{533910,464544}
{937319,927156}
{236836,793853}
{315532,-347794}
{-643274,125717}
{-823137,-151303}
{857012,399477}
{172918,-798501}
{-154084,267005}
{-923955,-286370}
{197191,-434144}
{-852400,-115220}
{498585,208799}
{139776,-244066}
{-300109,828126}
{896423,-216853}
{926671,-178908}
{715018,529914}
{64000,-461931}
{-264495,-930573}
{-336588,603302}
{-536473,991652}
{-9409,-346607}
{964903,-993338}
{602817,-779196}
{156024,-267042}
{-791667,654924}
{824623,337741}
{280365,-156074}
{-825409,-690419}
{486002,-296148}
{637485,897976}
{980231,76635}
{-504780,-356279}
{591149,-389606}
{-152196,-95481}
{705389,767899}
{-917781,-402614}
{-13843,-410185}
{-506747,410129}
{503830,141731}
{-348940,823555}
{-546211,-392858}
{-459008,-167966}
{-776895,732193}
{-431182,-135456}
{870568,614852}
{-372300,382791}
{-30243,-403239}
{541031,-837771}
{-476953,-822647}
{-755968,137356}
{963477,746036}
{41354,-358182}
{-464131,-807736}
{998015,-749560}
{-233547,925941}
{935090,898818}
{-549839,866503}
{749076,357167}
{391907,625710}
{-540193,345183}
{475425,877754}
{861945,20197}
{-335609,-388569}
{265347,201240}
{-45849,-120991}
{590101,25976}
{-136859,-415269}
{154076,199874}
{950370,621441}
{-260438,944806}
{-143273,385245}
{657760,223806}
{172727,17033}
{859955,263335}
{213194,-192364}
{476055,515272}
{-506865,-275737}
{333848,-400349}
{-72416,885742}
{-409078,952285}
{-491345,-863133}
{-12327,385112}
{842071,-629792}
{488214,-781549}
{-837274,-317881}
{796328,-648242}
{22323,117418}
{680531,531705}
{-557521,41673}
{-558305,-832369}
{522761,755500}
{-162721,561552}
{631332,171115}
{-116162,-333401}
{-390340,606885}
{557522,-761245}
{570426,203389}
{266702,566105}
{534917,-837436}
{-377151,-697633}
{-315419,-954642}
{725105,-125564}
{257361,-186314}
{908038,448424}
{-268975,-644193}
{-724571,843639}
{531901,475625}
{-635561,436033}
{-560506,419560}
{678717,401054}
{796073,-306459}
{571925,701072}
{925196,895077}
{-74060,427753}
{975288,552011}
{595135,-80327}
{378718,-959750}
{82009,-549011}
{503669,-619190}
{128851,-434993}
{702525,740812}
{-105782,901046}
{590442,210417}
{959601,-378216}
{-346129,432752}
{-735768,343219}
{-355731,-833530}
{-801171,575628}
{635590,280280}
{-3503,340941}
{671382,-816521}
{879102,-6298}
{51200,171869}
{976311,-63403}
{995997,-335123}
{-202453,300862}
{745690,97913}
{317966,861638}
{-508713,657328}
{391393,131544}
{139675,785060}
{855501,-966527}
{-300893,-648664}
{249399,859888}
{-86165,-781281}
{915156,-911979}
{-358075,330181}
{269932,-747561}
{-802138,-562592}
{418082,-27634}
{386266,740821}
{-181321,186252}
{-77008,-190117}
{-128950,934531}
{-708402,-791993}
{-281936,943439}
{590672,-260211}
{-590648,727729}
{-1141,649578}
{-587756,-449948}
{-803362,-693927}
{260661,974837}
{930169,-502894}
{824881,814677}
{-989362,424306}
{881232,75422}
{-139082,64834}
{-79328,910102}
{673348,852001}
{-750986,458569}
{630664,-930257}
{-926294,-871097}
{338320,-14163}
{-965936,-620424}
{333084,350354}
{-237039,-813602}
{382984,-399893}
{47937,-370621}
{338423,-134145}
{-564309,217371}
{-300643,159179}
{-358119,-890095}
{501859,-622115}
{-19403,-204783}
{656816,573355}
{-981638,-383354}
{-763352,-140276}
{41239,267288}
{-626180,-645459}
{-243068,194001}
{-294500,-520825}
{-807330,753290}
{-848784,-687398}
{-307619,705981}
{625249,-435631}
{-240902,45368}
{166385,-369880}
{-263378,-154380}
{-416995,-908781}
{-437812,-206968}
{-25714,672515}
{-2115,-441303}
{743251,812351}
{616852,369734}
{104043,192689}
{-821994,-962299}
{59273,18810}
{-88647,820680}
{157143,966195}
{871690,305122}
{-321430,-636092}
{-12190,721518}
{263938,-2154}
{298275,361918}
{872530,891633}
{-125005,-594038}
{205506,959907}
{-4728,-247633}
{-901000,-782939}
{-408049,547923}
{937162,-757918}
{-551528,-111485}
{537562,-422233}
{-233929,981715}
{613502,-553629}
{725148,462887}
{203486,576336}
{268780,283522}
{-711334,959879}
{-716774,242417}
{592980,435402}
{-199420,784843}
{877237,-468151}
{-658233,-784031}
{-213862,-991753}
{-521624,-725584}
{353713,-532818}
{-793824,-843321}
{-958384,250711}
{-732839,-7725}
{411024,249458}
{962413,-967974}
{912355,-695917}
{271999,185434}
{143960,-214697}
{-530485,-880085}
{-373739,683672}
{684849,235152}
{204271,-683628}
{-555098,379958}
{-648325,-419929}
{-534373,64534}
{-360614,-653115}
{-374248,-379967}
{-663995,-373064}
{-273534,481714}
{-129824,681489}
{-853941,670873}
{655820,941089}
{-214664,387024}
{321853,-466376}
{573337,-481086}
{-946981,141672}
{-499364,735320}
{-307226,-351109}
{-996754,181931}
{-631283,-842765}
{647141,-458223}
{788426,-183593}
{-807942,-154592}
{-37328,12435}
{-919651,-202880}
{683062,-425042}
{612970,-850887}
{-248491,127198}
{960438,-901625}
{28520,147624}
{-268396,109882}
{598480,879417}
{388572,782006}
{-673284,788448}
{332519,49006}
{369984,-513640}
{-280125,597784}
{-500482,182105}
{-84622,111601}
{932806,-238231}
{110312,430010}
{227283,588350}
{857793,659311}
{-850559,76697}
{-106714,-476328}
{975388,413073}
{-468921,743113}
{-552691,760102}
{520080,446599}
{408570,-825665}
{-190803,531137}
{694925,209045}
{319315,927335}
{-862306,-354712}
{-902081,769951}
{-116167,-636273}
{-720165,-902109}
{154819,-432095}
{-768247,423984}
{-89565,-783310}
{836901,-222082}
{-88050,-67431}
{-711618,481900}
{885935,-982531}
{-238044,-771832}
{-130911,-775485}
{204156,880828}
{-869496,739601}
{411781,442602}
{575476,45460}
{-384414,-633377}
{682532,-431945}
{-19044,-868938}
{444701,86111}
{-880890,-979579}
{-668076,493780}
{-199361,-135185}
{483414,580429}
{-745005,-175175}
{-348211,385111}
{-329396,-35710}
{-416969,-459953}
{-607260,-85242}
{677210,-392190}
{33903,169906}
{226520,903644}
{-1138,436060}
{722938,-235103}
