{-631211,-18310}
{-590067,385546}
{256203,-787537}
{409483,-69509}
{-464555,712589}
{783298,-640414}
{55174,-87262}
{-608220,982444}
{-294687,-624112}
{630238,-973776}
{595771,280188}
{-294424,718891}
{600681,301701}
{18674,553313}
{371007,923169}
{-113418,-988737}
{-941527,-811360}
{-141004,495205}
{-583445,742029}
{-643590,673848}
{410898,146748}
{-436162,-540420}
{-377635,304895}
{-887700,417658}
{-424979,437990}
{-51150,302758}
{708587,-549464}
{24204,-114946}
{-717359,901674}
{998755,-479189}
{-424181,385941}
{114713,659607}
{-69615,624175}
{549290,-792361}
{-490218,647052}
{602134,505023}
{-60690,991512}
{-367288,954333}
{810282,621850}
{662373,983187}
{-416051,-371253}
{-52792,260215}
{-542436,-612931}
{706263,-982561}
{-43148,344897}
{-481771,720405}
{676503,735548}
{-179208,589362}
{-844595,-597598}
{-642728,995896}
{-765080,329733}
{245278,756796}
{-804866,217361}
{-956421,-97188}
{-317019,971798}
{-588469,609986}
{40274,367448}
{-583897,-386665}
{9167,-338818}
{-65691,61370}
{752805,194191}
{253497,860648}
{-161114,-585243}
{430603,701145}
{-439812,-672379}
{-468935,891184}
{-812441,-769547}
{-881114,785687}
{-146648,861643}
{308257,-970661}
{-73233,-218954}
{-788132,-493213}
{544190,770151}
{743135,-528227}
{-409835,470706}
{-647190,-443366}
{-754770,-193982}
{545797,532398}
{276045,-641367}
{-226948,329118}
{818671,-302763}
{-279101,154378}
{647262,498385}
{399976,606789}
{283758,736272}
{-2413,967085}
{575519,-379633}
{743031,-573605}
{326518,-642005}
{-225856,813055}
{-939967,-686070}
{290189,-13186}
{-612129,922001}
{55125,-929999}
{16035,951611}
{-536881,839266}
{438582,-987518}
{314652,56055}
{630511,-631559}
{-553483,-531645}
{-431202,-335652}
{-342730,-635471}
{612281,636331}
{630795,49559}
{-512365,252314}
{356147,118633}
{-568994,-944356}
{913437,-325086}
{448145,830965}
{963388,668140}
{-90514,-243328}
{335566,-309185}
{-848463,193447}
{-388368,-228266}
{62272,635336}
{-685621,320346}
{-658159,-443140}
{173244,-197213}
{-971249,-985068}
{770428,673245}
{-892751,-860499}
{215770,793978}
{298386,-772250}
{908235,-636272}
{799405,-187938}
{227689,236406}
{862691,542751}
{-71225,-289007}
{-119685,282093}
{238270,-131997}
{-23883,-39162}
{33841,-17009}
{791844,-842893}
{-627097,-773969}
{-337772,-159904}
{51214,-409971}
{598416,24855}
{-805134,-410341}
{579599,-279633}
{161935,-483685}
{-538588,528810}
{442876,-692470}
{-619498,-226643}
{819784,-360112}
{-847178,-291885}
{-60318,-518326}
{188728,290357}
{131599,-859941}
{137618,872870}
{-210027,879641}
{-936213,537237}
{-261397,211194}
{-319314,-797884}
{242304,538049}
{-151166,-818694}
{639447,989951}
{-585883,-876059}
{-946658,143935}
{898982,675865}
{615519,-305951}
{427137,314464}
{-975542,137471}
{-199418,927972}
{-671798,652929}
{299240,-90589}
{-321684,165766}
{-952695,-418042}
{-765688,-503045}
{864826,-899264}
{707022,485573}
{-548398,-782304}
{-368464,-514874}
{-482718,950601}
{876987,62066}
{476496,916394}
{722601,472007}
{273947,-464792}
{-963504,-924407}
{882409,769095}
{-178940,-955576}
{407931,-503059}
{-22541,151598}
{-563732,-778219}
{-524429,-910758}
{-176994,816343}
{844413,170897}
{-965959,14692}
{-742459,-325056}
{394942,-990807}
{430238,-953519}
{-728895,-317301}
{-537461,-570199}
{-122106,373451}
{645791,730339}
{-521338,-275147}
{752297,-451185}
{-465317,83220}
{-102894,-926525}
{-323974,-603613}
{-990384,-94388}
{-78852,597508}
{530686,854892}
{-109876,-352818}
{-767241,-9411}
{764494,-165112}
{166369,736177}
{853961,870277}
{-32099,956834}
{951003,-354094}
{-919187,-570710}
{339024,-928236}
{246031,857322}
{67277,914912}
{-151068,760989}
{-509376,849373}
{-114429,170927}
{916046,65619}
{734007,-901294}
{78357,697794}
{-804175,371911}
{-133047,-623598}
{456410,-289145}
{-534352,507262}
{500222,714213}
{721709,-288497}
{-453161,47244}
{-537819,-374405}
{855653,731945}
{551638,-272815}
{258628,492334}
{255976,960261}
{-714783,690964}
{-972805,410706}
{687751,-475982}
{721488,604562}
{633702,-84339}
{-729048,711887}
{474613,-817655}
{-240814,-5285}
{452387,910588}
{712708,888156}
{779243,-663028}
{-251523,-114869}
{-641095,-589064}
{-111861,-394816}
{542170,-835562}
{-990385,257080}
{-574094,-904963}
{-488960,205759}
{-194254,805932}
{691875,-368001}
{675508,-740110}
{-295014,-892342}
{-347396,-620167}
{87248,-817551}
{563413,-985143}
{552630,357574}
{615187,-229660}
{121305,-158529}
{73225,102681}
{552063,205422}
{-722926,-755739}
{739835,27014}
{814302,-874120}
{-240057,-632314}
{913699,-680804}
{459636,-868816}
{-256470,-419600}
{-966521,226491}
{-969111,55118}
{-74017,-530693}
{-131288,292248}
{-155005,-745088}
{305036,622206}
{-783723,334531}
{-981019,-367225}
{-379153,-192482}
{94444,-94207}
{366733,-93779}
{-66711,-869367}
{-829089,-327418}
{-558845,417295}
{477644,419759}
{24456,443199}
{417698,-788872}
{-401782,-717602}
{-63477,785035}
{234407,388903}
{-305854,-716120}
{-702943,244264}
{-922240,157748}
{-488005,868805}
{755129,-936344}
{96253,480923}
{-502325,326917}
{-438858,-318727}
{469139,-646409}
{686760,-871168}
{-73195,74195}
{-666863,985403}
{156174,134399}
{612690,449156}
{399778,-888746}
{528891,-620346}
{-760818,688610}
{-675927,93576}
{-144192,-347320}
{-147769,-270044}
{291467,74869}
{-56763,56170}
{-818597,813677}
{189387,-864016}
{-219276,953282}
{-149402,-199822}
{-251627,-623148}
{916864,221839}
{334633,630986}
{-857733,366436}
{-669072,-60815}
{132634,364162}
{995956,802611}
{-401299,957451}
{68073,-570822}
{-992289,-193266}
{644867,236816}
{-548408,-734427}
{-783365,631436}
{238571,304907}
{831541,416883}
{-628449,-404265}
{-473431,-681459}
{-804746,-311140}
{-254476,989211}
{669709,57361}
{37377,-406071}
{202894,65974}
{-855495,304274}
{894190,698965}
{-239124,-870340}
{-292148,530481}
{247935,868007}
{761828,889217}
{132663,-593654}
{43263,-925492}
{-660984,901201}
{493802,959794}
{-499088,295295}
{530111,856359}
{863967,-732689}
{168231,943500}
{435691,-191951}
{233779,896212}
{384206,486935}
{-397577,129433}
{-795360,-206400}
{769003,-140516}
{-824123,-777264}
{-532109,848747}
{294914,483753}
{195138,-941955}
{-695876,494351}
{-912617,-27116}
{85510,70446}
{851773,-524481}
{-121165,-186748}
{-59505,-139573}
{-594692,-920111}
{-521790,-406173}
{-327954,-866617}
{42806,467046}
{-682747,-19827}
{-266953,210414}
{883052,41392}
{469656,852475}
{-841291,891176}
{-153150,617745}
{-716371,240173}
{415093,-924492}
{763211,150859}
{7127,936783}
{795435,388234}
{196139,-366436}
{13294,437508}
{-554960,-684547}
{-576614,549007}
{668938,126545}
{-936317,980813}
{-675677,870622}
{-932768,-254700}
{18063,-203334}
{397246,-234800}
{-733095,260535}
{881066,338413}
{-801539,982152}
{260862,718298}
{436056,444648}
{884774,-534729}
{-357482,971194}
{-415905,225433}
{162339,495706}
{-332508,-593407}
{817577,908902}
{-94020,570476}
{253117,417400}
{232971,-77725}
{-245690,345182}
{-291911,-847593}
{-612082,16153}
{-695917,-597136}
{740617,147430}
{-651736,883214}
{-733031,598241}
{289740,-556455}
{761884,234024}
{27750,545043}
{-943415,584421}
{-207754,-189823}
{206093,820008}
{-573659,-318179}
{-40832,791191}
{-110885,903002}
{-804781,963562}
{218643,-990862}
{-588299,838388}
{-793838,299922}
{883963,-413258}
{341649,-764311}
{647857,750053}
{940146,668509}
{-308579,-95955}
{-659173,-726279}
{699097,-80523}
{592876,529865}
{18874,452959}
{-674560,-780004}
{809770,-118157}
{-220108,-13339}
{-418736,92908}
{714610,843880}
{383852,-425141}
{-341847,-972066}
{-898128,-239743}
{679293,-932104}
{-105300,-757477}
{-836927,372596}
{398610,-370571}
{-803191,-526927}
{657353,682270}
{425572,-878420}
{-116357,414886}
{693408,321712}
{-915750,642616}
{-368504,-45337}
{517715,398834}
{630359,-26446}
{914827,-323909}
{-400049,182596}
{357489,-349056}
{-462971,368104}
{268455,649896}
{544431,441073}
{111141,901550}
{321165,-584709}
{-155211,-94888}
{666444,-108665}
{874967,-111828}
{-646988,753657}
{-9150,589402}
{-617285,134225}
{-907380,25423}
{482270,501534}
{555748,711240}
{-873906,283122}
{-796126,123809}
{393381,877057}
{799518,-956113}
{-533931,663727}
{163111,706853}
{-817781,801361}
{804808,-632718}
{851006,-464584}
{-829290,127243}
{-984359,-625202}
{-989257,237676}
{708652,-482996}
{-109051,-35643}
{916734,-337358}
{868104,918754}
{404414,-403239}
{8729,974874}
{53281,813962}
{-218388,84224}
{-471539,-835802}
{-275568,-544420}
{-226947,950842}
{407351,851159}
{289930,-82467}
{303379,810246}
{-694414,917697}
{194343,-876841}
{87640,-283470}
{-102585,-592508}
{265165,-943084}
{931443,-2780}
{567139,-38531}
{179586,745677}
{509983,305301}
{702293,-407207}
{413283,-190139}
{555566,882401}
{-362995,-11746}
{656724,-552809}
{655272,131378}
{958618,708858}
{-577427,691426}
{714800,-588151}
{-826310,162451}
{-116434,721106}
{-388834,-810866}
{302877,-306419}
{473514,311506}
{351851,419231}
{-553022,727496}
{-246288,395904}
{649434,972973}
{-640205,-763797}
{982429,111595}
{456835,-761955}
{374310,-880980}
{-612324,-173937}
{447866,951666}
{772577,-766752}
{-942924,706378}
{-470800,-130666}
{-81834,-257034}
{-178774,987518}
{-610948,-797745}
{205706,907116}
{-910114,-866226}
{724851,623200}
{409699,-769402}
{836750,852227}
{179328,-494252}
{-646748,911188}
{387265,-517966}
{-199113,802042}
{-320862,-310417}
{338242,-750485}
{300193,-183938}
{456954,-92525}
{-663925,994385}
{-105544,-86867}
{-651503,-122780}
{-66914,-478342}
{-111588,951988}
{-759375,753270}
{740858,752008}
{-491871,352593}
{-468308,984968}
{808048,-585162}
{713667,828665}
{151262,-168356}
{-132764,-268179}
{859815,507204}
{477155,835483}
{140743,643321}
{572051,182904}
{-218621,358147}
{-994507,231368}
{530818,445618}
{-557067,592720}
{253744,-536053}
{-396134,736923}
{-78109,664429}
{-45529,67257}
{-133897,-714939}
{-649215,311170}
{-383030,362114}
{-507583,875478}
{-610255,-529224}
{783065,-543267}
{683389,-66832}
{-92026,511569}
{77992,-391325}
{209812,-425739}
{-14781,-51439}
{-298184,802191}
{856947,433328}
{634560,538184}
{221288,565367}
{-257604,57736}
{858941,-99802}
{-188554,-698594}
{-868893,-725700}
{-195449,-594016}
{-896303,729405}
{522437,-367311}
{391103,575538}
{46611,-21302}
{600834,492803}
{-165145,-992724}
{-459929,-719615}
{-801811,744772}
{859473,-747475}
{-260264,-162632}
{-84461,-337073}
{889943,-73622}
{-997980,-280163}
{276322,234161}
{-546807,428628}
{304404,565230}
{-166075,582784}
{-982989,114706}
{2084,235521}
{847154,382802}
{-394068,-45255}
{491350,443640}
{270191,423773}
{82665,775471}
{-338706,-712080}
{622170,-907643}
{315563,516281}
{452307,-526348}
{-117547,553764}
{406519,-165553}
{-906670,288304}
{615328,275074}
{940530,794227}
{-332438,186953}
{363532,-329217}
{639317,-699213}
{-464168,-884260}
{768879,-65895}
{676139,701881}
{936475,-764000}
{482608,439702}
{260095,500047}
{366889,-957966}
{203328,-800068}
{428653,-538182}
{-771139,-910078}
{476777,-257243}
{107413,-808754}
{579468,442066}
{-912110,-500190}
{289876,840702}
{633833,160700}
{-843596,297016}
{-339958,-580511}
{-856051,266984}
{-858996,590484}
{-361192,-315025}
{493162,589299}
{-791870,794741}
{589269,-525186}
{172822,-47597}
{66294,366514}
{465861,404308}
{227735,-800319}
{-545840,-899227}
{930559,-340538}
{437025,185128}
{609219,977657}
{88014,331820}
{690361,113651}
{850331,-518077}
{31249,185491}
{952238,134590}
{610242,-642222}
{128907,-592059}
{-93162,-38666}
{-631968,853984}
{587319,997049}
{-4093,552714}
{-352019,612432}
{-859922,-705552}
{-740651,-35929}
{212122,-607683}
{-234702,4959}
{-53833,707497}
{-863577,-597301}
{256669,903012}
{-406718,431445}
{299465,255303}
{40268,-428172}
{-956220,594674}
{237702,94590}
{495575,932688}
{543632,226820}
{-717001,-927489}
{-682275,-427357}
{-532929,-58853}
{10891,862587}
{78377,-676532}
{575394,-607615}
{91709,948620}
{-625788,435641}
{-342270,985006}
{-759062,-43282}
{132021,902187}
{144658,-110023}
{740533,57614}
{76176,423894}
{-242529,-321725}
{-66451,729604}
{157495,470265}
{163971,-727047}
{652682,-438905}
{-912505,-538876}
{890981,487463}
{298718,172041}
{802369,-446563}
{288132,-796042}
{409275,880683}
{-298353,869239}
{273960,266875}
{-412569,-876502}
{-920740,307705}
{-312320,797704}
{-492013,-502008}
{-420432,744271}
{-601355,921453}
{-788181,-887742}
{-654332,-804104}
{-478866,407449}
{-81568,-656062}
{-713400,-545575}
{-216530,-22555}
{382631,503669}
{-428778,402193}
{-771311,-316097}
{963051,529542}
{319305,878521}
{207642,-313260}
{506847,-163453}
{424918,-878840}
{989834,828534}
{-844628,154068}
{-557659,560080}
{-108866,-481125}
{-582110,347544}
{-412727,229293}
{-38138,161451}
{615755,826104}
{-941298,542699}
{-403862,920363}
{203931,729}
{-607062,-259468}
{-359998,497422}
{304814,-729299}
{-156461,-361507}
{-449539,-896303}
{842247,695260}
{172767,-726129}
{133062,726495}
{-208711,966294}
{-629973,378433}
{-227430,-314738}
{-998481,-193105}
{863856,-357354}
{-565408,-470710}
{705235,-151871}
{-923696,-96920}
{-382827,738115}
{45429,-984586}
{742779,-693749}
{494068,707778}
{13259,582526}
{154744,-353840}
{-768574,216776}
{-384077,-861675}
{895410,-816703}
{753335,-250696}
{619111,755872}
{868297,-989602}
{-84278,978723}
{143862,-136001}
{356774,641703}
{-703472,-26254}
{140164,-576719}
{162744,908112}
{808859,413533}
{683130,558712}
{975262,-524931}
{906996,68557}
{569207,523120}
{250636,908559}
{-910831,321298}
{-349692,-373929}
{-930392,-835706}
{190596,-899430}
{968851,-840479}
{122290,-658115}
{174793,482674}
{249107,853229}
{-913510,270512}
{-440935,940251}
{950403,-503348}
{-207372,-862354}
{864136,89067}
{167365,-714921}
{-446915,-286087}
{625826,-892959}
{832341,321035}
{844911,-163102}
{555742,-491809}
{-106225,-457836}
{-93992,512284}
{-812584,603515}
{-461797,-992519}
{547416,145457}
{-85946,-690032}
{246278,763168}
{-556582,602132}
{646137,-188665}
{-606870,-519985}
{-446652,715950}
{-50100,-996072}
{-112445,-14272}
{645021,166247}
{-75936,730317}
{221390,-332323}
{-392416,644655}
{-221936,455738}
{-325138,95535}
{-398655,-9754}
{-751636,-746491}
{-765329,324953}
{360651,-510781}
{387717,-486567}
{882591,334917}
{-814360,810113}
{999341,-551736}
{-515754,427595}
{-622515,-701044}
{-86822,-747607}
{-81265,66513}
{619990,804614}
{-202800,-644105}
{448684,-193657}
{-878364,364520}
{825382,-698506}
{484700,-872738}
{-944046,-55994}
{915730,-531293}
{-712587,-75297}
{-993937,-969547}
{-210617,927644}
{-427095,-520097}
{-602778,255870}
{-136652,-177498}
{267450,624508}
{393000,-237397}
{-47205,57972}
{-69094,520760}
{709221,887191}
{-740567,944290}
{-144390,949321}
{328766,880239}
{878812,816394}
{697546,895897}
{-403483,-304391}
{499887,270787}
{-792055,-900922}
{602265,912965}
{45370,-27696}
{-507603,-525851}
{931181,-658225}
{433034,-410476}
{-544990,-346093}
{577018,-809483}
{811858,-420192}
{555616,-160776}
{195441,-12121}
{-133405,607958}
{-917217,-730312}
{-857303,-705267}
{-892654,-484168}
{705240,357242}
{-522554,449718}
{-629090,197655}
{-835965,564574}
{784748,552455}
{957213,-570714}
{-460553,-253806}
{364339,-859877}
{-68623,105174}
{513052,187846}
{-202384,-3671}
{632276,526218}
{-740776,-155986}
{-398438,68002}
{-39679,-767695}
{-615281,-992097}
{363189,275080}
{-170662,-55381}
{366926,929895}
{-627298,-971725}
{90282,621561}
{891410,384709}
{48369,853606}
{-298474,-347553}
{979972,-574903}
{122558,-560678}
{689337,525686}
{-983683,721708}
{-662119,-81184}
{69829,521615}
{-655297,-781849}
{257921,-652433}
{-789034,425524}
{376118,-919577}
{995274,419089}
{498170,-89920}
{-39562,-750816}
{673997,-227589}
{684650,-320063}
{657339,-735962}
{236829,394963}
{-666188,-715401}
{-796800,-195915}
{312284,-492257}
{-493939,-461237}
{-552501,534228}
{735263,735221}
{-863785,875973}
{-151167,-750559}
{103974,-34314}
{-118948,232742}
{34564,-820078}
{5069,214937}
{-7140,350219}
{121954,653504}
{75121,-123350}
{318910,-80642}
{339869,360657}
{-345185,-927049}
{-355396,426751}
{-546941,473533}
{-390853,-814983}
{427691,535545}
{-34960,-766100}
{-532805,813754}
{-998697,368489}
{-323307,-760630}
{42664,-594666}
{829069,-180684}
{-410451,-769729}
{982653,896453}
{964169,-926982}
{546292,406645}
{952145,-407368}
{-589172,-991154}
{355378,258439}
{-172518,922868}
{434789,458109}
{516369,-990553}
{-535612,-14509}
{176768,145390}
{-714788,-441364}
{239255,935795}
{536836,-297579}
{151855,-810822}
{950042,41084}
{141991,983946}
{-467670,796506}
{419609,-810350}
{-13154,438356}
{-202730,-365542}
{605383,-448920}
{-439065,862382}
{-565671,-892515}
{-453602,903766}
{874915,84209}
{160666,-465919}
{146272,-944730}
{315423,-607067}
{10390,196543}
{-352727,875561}
{999390,-144559}
{681534,892763}
{-267095,887971}
{-871531,120081}
{-776663,-403803}
{-893581,49890}
{-103855,390424}
{-342357,411978}
{-71058,313237}
{123361,-827540}
{182971,855217}
{587899,-627802}
{-40107,-975148}
{-560974,356157}
{308470,-158409}
{-531065,-511072}
{-163923,-873214}
{-30309,714740}
{934764,823281}
{-63752,-405723}
{1186,-556046}
{442907,263987}
{695783,920703}
{-29781,865969}
{256083,517989}
{958435,-55171}
{-321184,-934360}
{848033,7295}
{239452,-929878}
{-31042,-952235}
{-134759,-990671}
{304710,-395245}
{114319,402684}
{-664461,484451}
{373305,407580}
{-277392,-589056}
{15214,-236201}
{-231297,-291580}
{-579871,-567597}
{657388,872}
{-913074,881461}
{898411,-600178}
{-821721,-11553}
{459631,652955}
{-156541,558101}
{-114589,272395}
{650431,616039}
{-358331,116524}
{-538968,-885937}
{-882396,-227593}
{530870,-840227}
{-876755,-502345}
{419335,-939634}
{-428625,746883}
{607518,423873}
{-498332,-755752}
{-56881,-993178}
{-646302,161891}
{15415,686172}
{-13797,-443964}
{-285960,4054}
{-632625,830640}
{150856,724491}
{831909,-204987}
{121931,-828066}
{-974434,-463904}
{-510573,400517}
{-375591,994501}
{-783577,-894637}
{786490,174844}
{16787,105033}
{379577,-737485}
{545184,788241}
{-111004,27964}
{-920720,-182945}
{-828461,-476362}
{-212998,-546738}
{133272,455332}
{-139416,35753}
{-907386,57500}
{894286,-9185}
{616384,-145365}
{-502630,870414}
{542754,-461626}
{754772,792238}
{248445,593602}
{326435,943854}
{921093,-204888}
{884093,-820668}
{288222,-74578}
{-331342,158940}
{328765,-148347}
{147429,8579}
{-225153,820735}
{-750035,822407}
{802940,-5004}
{278367,-706008}
{828703,-875940}
{-244077,-552640}
{173945,693378}
{-678570,-754248}
{822637,-492310}
{376569,243798}
{379011,-866541}
{111472,742467}
{-871634,-618719}
{-171785,725551}
{-909344,-185603}
{-639384,528635}
{33333,34691}
{-854162,-589411}
{564290,-409049}
{-546999,652935}
{769922,52841}
{998510,805936}
{-715820,532765}
{-931390,-817224}
{600844,-411624}
{167402,725176}
{-975486,962952}
{804240,459616}
{-924539,-34366}
{327849,-349400}
{-350340,-398872}
{-462064,-283451}
{-105009,-73411}
{214608,-559602}
{451311,-749578}
{-656940,-348211}
{758650,-541525}
{259878,-648667}
{-810089,-410447}
{300633,372059}
{425971,-233553}
{-762556,867672}
{-315708,987918}
{-381941,-109624}
{-755705,-264088}
{60573,-625801}
{478792,-179813}
{767144,-740567}
{-515841,-352193}
{767274,-47762}
{874113,611128}
{-408806,433642}
{-371901,-698594}
{-610484,-340135}
{397641,-424200}
{-590320,-876399}
{657385,-940057}
{485454,544639}
{-541997,-652618}
{876519,633813}
{783990,-236392}
{-175300,39248}
{-133474,774724}
{-665213,866955}
{916712,265754}
{-831828,280231}
{-484660,843126}
{-537609,165096}
{327844,-753071}
{-496514,-113083}
{292765,390782}
{-57428,-799074}
{-101745,-894806}
{912221,-307396}
{-144884,-795057}
{664459,-522591}
{880140,-532446}
{-104979,-562141}
{-51836,-392721}
{210658,-601904}
{775122,764475}
{708745,121220}
{259390,-54621}
{913429,-953152}
{408371,725721}
{649626,-948094}
{-240783,847726}
{-51107,282343}
{-983338,550570}
{637187,582709}
{625067,857425}
{770040,-850563}
{-296173,210260}
{382643,684260}
{536166,-593366}
{-18612,-932003}
{-959525,731030}
{191361,-530287}
{988068,354923}
{198287,455018}
{-818768,-477257}
{-860631,824837}
{-212000,502569}
{330910,-269561}
{954143,405645}
{-869829,-480431}
{-323642,134502}
{77837,-534888}
{291797,616515}
{692161,-67722}
{-415051,-171773}
{523362,-554895}
{-997424,-141507}
{-414970,762147}
{494290,-297540}
{-523168,-505731}
{-881572,-485891}
{-600595,-514893}
{123904,280106}
{683498,-643270}
{832539,-66672}
{-443713,-23118}
{762467,-28629}
{-190085,-619098}
{-175104,682388}
{-658601,-828343}
{-920945,-948272}
{461948,-803864}
{-894818,578993}
{-736354,-795033}
{959769,-302953}
{876521,258509}
{-27038,-864322}
{656677,986644}
{-319612,-219062}
{-44955,113045}
{-930461,315301}
{812649,-684133}
{-970994,440770}
{-427635,936137}
{-158675,-658811}
{11621,429971}
{-98868,149791}
{-190458,639094}
{473374,824731}
{-101727,-576939}
{-14447,-920235}
{235487,415254}
{693828,246512}
{238019,-73680}
{844017,-36209}
{523307,-192392}
{-148197,319702}
{44485,322646}
{951349,538014}
{136250,-99497}
{-545832,572526}
{59492,676237}
{-388178,974982}
{-906248,-463664}
{702996,-822870}
{-717005,324912}
{425394,-373689}
{334693,-428722}
{-856195,-701375}
{-165953,337694}
{-608556,-502615}
{998549,-87747}
{-268143,-967524}
{574631,-172000}
{-192360,-117168}
{537375,-444577}
{-584136,-827756}
{-560561,822720}
{996625,202418}
{-328611,733716}
{719282,100401}
{30674,849437}
{336590,-268587}
{30993,786033}
{-896114,-883718}
{-297737,625790}
{68770,326533}
{-155372,-512635}
{-798488,-205566}
{-922437,-570695}
{-540106,-169989}
{-589444,-223226}
{-88309,942231}
{331881,235905}
{-433227,-798033}
{659687,-981753}
{960703,-805835}
{-760820,-179163}
{-734311,390523}
{-823674,327811}
{239193,335027}
{-875061,-971725}
{-170369,415385}
{-635924,806729}
{102955,-516764}
{-26091,-683200}
{-45079,602655}
{-724472,299234}
{-719007,534738}
{-242191,-420853}
{-831718,761116}
{-270374,-582767}
{-217406,-274104}
{795457,-522398}
{-68025,-227787}
{92517,756161}
{-198280,924090}
{-834360,-890032}
{218179,-652218}
{-255990,-898882}
{334514,-235393}
{-648789,-489006}
{-438343,509311}
{280813,379383}
{593369,-956564}
{203913,612304}
{16241,-429144}
{-499505,-264127}
{-19510,-482489}
{294311,-903613}
{-725286,-300512}
{-715393,522191}
{-538866,254988}
{362348,-164870}
{168812,169319}
{440539,539335}
{-451467,-646848}
{30316,515430}
{-481882,-317199}
{51335,-543035}
{-355143,332979}
{702315,614579}
{647361,57943}
{-217344,-66449}
{137601,451587}
{782257,960520}
{-338457,498412}
{-635608,498492}
{-876470,226740}
{366318,968410}
{-143715,620078}
{142131,-66869}
{955323,484649}
{522472,38715}
{-241386,287719}
{615574,-904743}
{-654680,-589326}
{528299,553176}
{102587,-551573}
{415279,561450}
{173898,626679}
{-528266,594298}
{-239520,683644}
{-705227,-384135}
{275366,899404}
{49695,994178}
{181330,952500}
{-682693,-485709}
{-78546,71459}
{-296281,894963}
{584773,427894}
{722490,-168404}
{822489,320019}
{557385,61464}
{-378447,853824}
{-46411,-436229}
{970420,-250269}
{-210444,-839501}
{279336,-122214}
{116421,-518181}
{-395425,329592}
{-189396,-728524}
{-442019,147481}
{958880,-650388}
{-128396,714499}
{-82887,689555}
{339892,882550}
{139386,-913723}
{-275929,524619}
{671370,551667}
{872490,638819}
{319856,-279166}
{-226861,-342591}
{584662,-190472}
{-362414,-899367}
{992251,-555110}
{-574902,-252004}
{369871,878161}
{21318,-592228}
{-324684,307927}
{902058,-379793}
{201163,-929773}
{-680285,-102376}
{160726,977715}
{774215,-18898}
{-551889,-904945}
{-451036,914383}
{-405564,-364264}
{-909826,-831340}
{351321,-711566}
{108749,-741140}
{-989928,560601}
{-985572,-426726}
{995058,629167}
{865841,258812}
{802857,616025}
{-885633,379170}
{726975,-787058}
{423176,142197}
{-802550,214244}
{-800798,844081}
{491140,278947}
{53795,-665385}
{-679335,124832}
{247273,320419}
{-113236,328471}
{-672674,468016}
{-210465,-781844}
{841730,362616}
{-136169,726850}
{216321,83615}
{192142,-979123}
{712450,932163}
{925519,-880598}
{-768300,110413}
{-67872,27026}
{555179,-797970}
{68204,-918312}
{435552,-217180}
{-728874,585609}
{532844,304007}
{-296903,-93552}
{88716,-562468}
{133221,-621689}
{-16135,-416747}
{462977,-924363}
{-373984,44722}
{374845,-99678}
{-666602,921549}
{143789,-547208}
{-256064,907594}
{-736168,596185}
{-467439,-873641}
{-903489,-828945}
{458046,935829}
{540997,777578}
{476192,208103}
{232725,-370985}
{901985,396574}
{-326359,908955}
{-561188,-242713}
{-580598,779149}
{982324,908533}
{-268983,286417}
{-903735,883655}
{286829,662248}
{-51717,345465}
{88578,-208874}
{555513,151441}
{560244,-211753}
{-682566,621385}
{-324895,-733723}
{439321,-402088}
{909016,433463}
{-641656,-375809}
{-70345,-416999}
{73268,798969}
{-17529,-213077}
{-131007,170142}
{-260764,203032}
{-558241,944735}
{187955,427989}
{712624,-78344}
{-425479,-927328}
{-582282,169258}
{255516,818405}
{735298,-879426}
{410911,-733145}
{206076,954908}
{-93076,-742142}
{223693,-588669}
{352827,-184918}
{279290,-571919}
{255012,-439830}
{897370,23369}
{-920212,314431}
{-952893,-557318}
{-170734,851669}
{-156943,80597}
{511832,481877}
{138192,325928}
{-962619,-420512}
{-122011,723767}
{-718894,-205509}
{344535,-236254}
{580785,946695}
{-83758,284496}
{811308,386711}
{857168,379702}
{515396,-716772}
{762594,-716629}
{997237,-190272}
{-203463,-894040}
{69947,77473}
{-386525,-749295}
{-165341,-184330}
{885645,-842294}
{-882745,75446}
{518103,163824}
{714213,894110}
{-336121,-257422}
{665881,559774}
{-215364,287237}
{482074,-921713}
{-554099,-287257}
{360070,-600681}
{673279,430511}
{-674100,342166}
{-149767,-934789}
{-934485,905053}
{-840631,49053}
{663858,-208921}
{253271,173299}
{377381,10012}
{-575484,956651}
{802142,259804}
{416904,286056}
{-726154,-538236}
{-901898,407987}
{-76553,-302211}
{-631586,-461664}
{767990,-96625}
{-430699,111556}
{-389090,703249}
{-602952,194381}
{698913,895890}
{838405,203564}
{-439284,-763282}
{-18283,-635334}
{-733622,166746}
{303733,434160}
{168162,535817}
{-645213,137217}
{-981315,981935}
{373982,-253176}
{728272,-921134}
{-278403,-51327}
{-806926,-213343}
{-496376,358980}
{784913,-991150}
{-143494,-329749}
{679973,463026}
{534180,-385719}
{769660,9005}
{-900318,-97085}
{278406,373400}
{-476431,994818}
{-145676,-728468}
{-114333,-932478}
{406898,366759}
{-630205,-722028}
{96328,-484925}
{-309865,222388}
{410938,-918552}
{846667,185711}
{417835,281512}
{-9393,-844973}
{-127992,394367}
{482708,195060}
{-884426,-94181}
{-298994,338061}
{949356,-634299}
{-688481,-306864}
{252687,156983}
{-839365,715370}
{-250686,-762552}
{-263129,-349429}
{674596,378845}
{797178,-239019}
{10516,-61054}
