{898669,-975226}
{-43058,899920}
{903900,81682}
{572540,-568758}
{973972,640723}
{-34049,-103551}
{854254,490470}
{967549,944514}
{-412267,-881559}
{757368,187633}
{508292,-512592}
{108663,929698}
{-655612,-674095}
{-787005,-453839}
{610804,-485328}
{702933,249816}
{-104212,89023}
{468351,559846}
{-582970,-94472}
{-672286,-811266}
{113088,-536058}
{781505,-59851}
{-452705,-489160}
{493520,789336}
{-425849,-977811}
{192013,-907841}
{-647092,985116}
{26482,165774}
{-800241,-558164}
{-210228,11052}
{-163193,-855569}
{276188,-772944}
{560261,114736}
{843909,-527256}
{-543389,-328877}
{345751,-746442}
{-233482,-246235}
{-959619,625142}
{-276000,816524}
{-162612,772724}
{377220,-993646}
{-947036,230629}
{-70271,97294}
{-91156,-80512}
{185339,-768348}
{102534,304768}
{-429697,-449221}
{229257,-833681}
{-146403,-346106}
{385225,-620862}
{654740,390017}
{598891,70533}
{-315776,966187}
{787868,-833844}
{-392245,-328372}
{23508,264978}
{26376,818849}
{706318,-385597}
{194865,-143952}
{-764643,96484}
{90365,-535728}
{852124,95797}
{-171134,902870}
{-623221,401554}
{-297431,61199}
{-178612,401805}
{-740910,-685732}
{278743,-622970}
{363386,765841}
{46767,-496877}
{-322807,-931045}
{86092,595625}
{-589999,-424271}
{-622120,-179086}
{408832,-387081}
{165533,93682}
{-687248,781427}
{758160,470417}
{-715048,63993}
{289557,703163}
{-353441,-685166}
{-509008,857089}
{729070,-123914}
{291220,-979020}
{595618,-230982}
{75748,990243}
{139858,591936}
{-750853,-827471}
{978031,-116852}
{895387,-923378}
{773609,-74556}
{301886,561796}
{332521,288280}
{-531176,-199064}
{369757,-137448}
{-641598,261901}
{-514553,-625166}
{-908193,71394}
{114333,-265129}
{199526,-832222}
{-138201,458815}
{-954524,377410}
{-485878,-481889}
{998276,-747104}
{-159542,-959766}
{-957811,-268034}
{-695610,-6861}
{878587,464181}
{-515083,204664}
{617873,-312386}
{-615431,231226}
{575063,163532}
{-387597,-839338}
{-154457,-936050}
{677534,782201}
{337492,609908}
{687876,359180}
{915146,928000}
{-502839,-181281}
{174554,331006}
{468111,-944558}
{-796215,-509634}
{379016,-548369}
{575215,606081}
{-491347,605839}
{-673825,-974068}
{-211562,254565}
{-500161,-985267}
{-274413,-146339}
{847429,544377}
{-984807,-461451}
{769521,-341612}
{69791,-185859}
{-999788,438779}
{-315274,-634465}
{-315913,339205}
{586553,-179454}
{660017,-178925}
{335075,204844}
{744907,883962}
{530905,-595314}
{748246,779041}
{764436,915954}
{-551735,-707674}
{259202,90767}
{610958,-564041}
{428568,87626}
{870840,543671}
{-41408,450936}
{691577,890173}
{161980,-91858}
{-98283,370501}
{-686660,-795203}
{-730961,280649}
{-683627,-888502}
{858364,-474711}
{-89656,-207925}
{192622,-792743}
{-422723,586817}
{202632,-396990}
{418586,-705410}
{588435,-864574}
{-391333,826528}
{703747,-667968}
{-263884,130133}
{10989,811108}
{-325975,-991718}
{873742,936400}
{617899,478873}
{664866,-996895}
{-615021,824395}
{643160,667668}
{405254,-882049}
{-239175,886955}
{-128079,-612258}
{785880,812647}
{-708965,128611}
{671966,-467028}
{-467426,161252}
{820784,54627}
{626721,-679280}
{148331,-949546}
{-444906,-278230}
{628959,671563}
{937895,-230253}
{962678,-933846}
{507203,-577688}
{-442516,591023}
{568991,972132}
{-355036,-512231}
{-520479,586226}
{-918336,-5860}
{94960,503089}
{-451893,-524739}
{50530,-324082}
{-253241,-599282}
{-703907,-576552}
{-11589,-895883}
{-397742,-718504}
{258395,-209306}
{-478976,447991}
{667829,-408465}
{-112155,729906}
{-166150,224626}
{419100,-965998}
{408459,-999756}
{862488,640778}
{961123,992738}
{80978,-407966}
{-450458,-985667}
{-585976,-446509}
{563258,659182}
{990813,-931546}
{-524059,723972}
{-686559,25928}
{733332,124777}
{977895,563118}
{386173,509464}
{782855,-242775}
{-664107,-846970}
{-82634,-91188}
{-746815,-511739}
{698408,-599553}
{-556333,-283049}
{-294072,-999578}
{913450,170894}
{-502013,-79414}
{352624,-376536}
{741898,-560451}
{319883,-440584}
{-609857,-487030}
{-801465,737416}
{-134744,-294282}
{-283033,299995}
{397344,-988165}
{342792,-703726}
{-869425,-91900}
{-336366,244597}
{91119,-630912}
{20204,25119}
{-623819,-758640}
{821576,-210398}
{-475043,-5886}
{-600262,-421023}
{-10787,177493}
{45406,330375}
{672217,-66107}
{366612,-402868}
{447627,-415783}
{-257141,-6621}
{-861742,-68517}
{759119,-450189}
{520962,-635559}
{568272,739892}
{-445720,-969908}
{934225,321263}
{52782,-169554}
{400225,560606}
{-225682,242469}
{637162,754706}
{-838840,761490}
{874699,684598}
{344378,651250}
{-545780,-697454}
{-746557,-945484}
{-80181,-927248}
{172210,-809163}
{-380874,4493}
{472633,663824}
{-785863,-704748}
{-521427,-445843}
{365509,702768}
{528803,258847}
{-191339,-951847}
{874311,-728420}
{-324877,-511897}
{17395,-181839}
{-561142,970498}
{279584,-705273}
{78135,-757159}
{-93290,-771421}
{-239099,685177}
{484275,405593}
{665009,162160}
{-130209,-41159}
{749087,810918}
{-946497,192262}
{961230,-187068}
{2426,-857648}
{-681755,873435}
{993420,-530681}
{-715016,-377830}
{555340,55075}
{949147,851596}
{419183,475773}
{511779,-953432}
{139829,-274229}
{-390902,543113}
{-945190,79748}
{766634,542430}
{-913568,-144899}
{-18996,795355}
{558853,-337091}
{970969,-103335}
{-138599,450881}
{-562227,950823}
{-586286,-204620}
{-525148,711893}
{863055,819928}
{371786,838730}
{-923410,-519769}
{503341,5174}
{-37667,-208440}
{-487048,-625809}
{-226832,-463253}
{-95978,-709195}
{31936,878083}
{-181403,-371360}
{929631,-517689}
{-551232,-593410}
{-15918,707292}
{998112,613299}
{-682030,495423}
{-770196,255540}
{252238,242854}
{368933,56953}
{542342,250033}
{616006,200972}
{163792,-171888}
{-759865,-905347}
{-898738,219901}
{123885,-989566}
{646062,328265}
{-883632,-832057}
{-478360,-38047}
{-444032,-763288}
{-665783,-806727}
{757363,386040}
{112842,-325033}
{118381,-131351}
{-584016,-816437}
{-363333,-412121}
{-249082,973058}
{-726186,-819438}
{-190021,854615}
{-856737,603483}
{365096,-243306}
{761614,-803419}
{-352772,-331777}
{-786849,-113296}
{-231064,729045}
{-822700,-386217}
{211644,-478603}
{-999987,-74959}
{-529101,404057}
{211421,154844}
{345831,317296}
{267517,-168609}
{-35446,-974330}
{-1633,907865}
{-119878,-800159}
{-987052,521945}
{711882,325367}
{651977,5994}
{522330,648986}
{790882,-806927}
{-752248,721472}
{178801,485659}
{534302,974042}
{-197933,556006}
{-458987,833117}
{398582,627271}
{-680900,229257}
{-612351,-816609}
{-854438,636980}
{-685916,-887417}
{-963954,741572}
{875944,108699}
{697449,-964394}
{-817925,-535441}
{904919,7604}
{837880,-400368}
{-880794,-762555}
{715484,-305426}
{548429,878322}
{863074,796302}
{-447335,-693551}
{-389357,-801082}
{512188,330044}
{-151399,79383}
{-323257,117400}
{528908,236676}
{-988324,-538708}
{620517,448918}
{-132702,-370109}
{889960,-853333}
{-979878,789214}
{-950788,681968}
{-229034,831285}
{-259193,-353778}
{701458,617414}
{-264493,426825}
{727300,437753}
{-968126,-56406}
{-511461,-116277}
{-232716,-773293}
{634611,738191}
{-191037,-659821}
{-21452,251469}
{380564,-201639}
{-993728,-762123}
{-967477,-946854}
{-701147,-459685}
{-898374,-914112}
{-356054,945289}
{781270,476585}
{400842,125666}
{-443347,407769}
{522196,-435926}
{-25418,-968610}
{482909,660428}
{179771,951266}
{-263841,601415}
{20161,884832}
{-843053,239408}
{-893303,723474}
{854068,-423670}
{-579177,606051}
{857572,961868}
{-878018,-610166}
{-328186,-223967}
{-326580,-806350}
{674796,-456032}
{729933,-502095}
{375903,-463486}
{-836543,535665}
{-373014,768456}
{-929164,429888}
{108702,-161195}
{-799654,604914}
{50300,561046}
{-758950,-364233}
{988906,-608432}
{-415754,-38061}
{-641628,76798}
{-703639,383639}
{716041,-247622}
{30877,-508642}
{-431981,-861410}
{651327,-362782}
{571860,984180}
{-115309,-331881}
{-865757,-883226}
{952365,-381735}
{-811698,702598}
{518892,442251}
{-799426,-178801}
{-47802,-609484}
{31295,644276}
{-652903,459039}
{421834,606554}
{127628,561103}
{-654645,818900}
{511939,161407}
{-83311,-799117}
{918791,787775}
{-39262,652189}
{445205,247822}
{-971992,759738}
{-879664,-557446}
{-140039,744843}
{-155995,-342}
{283456,-888920}
{726558,707831}
{-145743,976484}
{471246,-976487}
{115680,-61357}
{-94063,566650}
{-32146,404580}
{736241,-464447}
{-722880,777442}
{-548560,733757}
{-363790,-322249}
{971546,315273}
{553459,601069}
{-32431,-881625}
{-479211,289718}
{209626,-790647}
{-626031,900443}
{-90359,905892}
{862940,-807686}
{45376,-440209}
{-536587,-246357}
{208996,-189093}
{451184,459156}
{751477,-630315}
{-854891,-589097}
{683456,917899}
{-760128,-899379}
{-885541,-922839}
{380865,-546643}
{334175,-833566}
{733048,1667}
{-579524,417529}
{-681238,416662}
{538613,-429588}
{-97143,141243}
{668555,-960310}
{270275,194779}
{-761189,426807}
{-358065,-15758}
{578955,-409001}
{958413,624887}
{678724,351263}
{383441,-795550}
{75086,656914}
{-781312,-468310}
{398536,-555235}
{-360590,212689}
{-522779,199738}
{484353,15214}
{916098,-975942}
{377483,388533}
{564350,316430}
{-897139,-888161}
{716857,-570776}
{-532887,-53990}
{-442154,573856}
{115351,-608082}
{474047,849488}
{911014,-304100}
{-801967,821024}
{923770,513279}
{708077,273571}
{-386019,-333627}
{99789,-273179}
{-15052,246589}
{502283,859129}
{-852597,-407158}
{-302258,-872167}
{492863,-422152}
{-506499,960402}
{23283,239190}
{720011,-856713}
{-430628,261161}
{-236377,-383206}
{802018,780535}
{55544,-367301}
{75145,267846}
{-3674,-992662}
{-559276,-187029}
{-299718,51348}
{-665543,700257}
{-432798,-509392}
{-910826,-857590}
{979626,-33277}
{51342,154915}
{-47870,-118974}
{-416427,404932}
{349745,-964991}
{-768789,435706}
{-785709,954902}
{272022,-181403}
{74380,-306418}
{-34303,217739}
{645909,-207819}
{679715,296979}
{-587530,-81745}
{-964216,-594903}
{981048,446458}
{-399294,23216}
{-361041,-636396}
{-827967,-514516}
{-227846,54709}
{-853585,455520}
{650657,315931}
{54716,-883296}
{497637,325832}
{994614,407604}
{234181,-787997}
{-416634,-54521}
{24847,552041}
{-497917,-838046}
{-63326,800446}
{-620309,709305}
{531994,533376}
{-421184,-882261}
{-503479,-236011}
{-491268,-83091}
{-436761,913047}
{-679693,638751}
{-460566,379560}
{-122936,-717321}
{161001,181536}
{710176,-237550}
{771052,-652266}
{801093,-296934}
{-888989,-209530}
{-998071,-830199}
{-287476,58011}
{-335623,583842}
{-544527,597308}
{-347674,505355}
{-345418,-899546}
{929977,-902863}
{-924960,-424645}
{-960674,900166}
{-501601,-695562}
{770507,852347}
{-563281,606735}
{-803012,-66680}
{-825209,813439}
{681204,611149}
{-347194,47692}
{327635,593016}
{943034,703459}
{86480,-547073}
{42459,-79215}
{821397,30899}
{-149119,438789}
{-79138,-954986}
{122729,252699}
{987535,-835099}
{171291,162606}
{131362,-426031}
{-900487,-56290}
{-688141,405486}
{-968527,-186083}
{931211,-992497}
{180745,-541303}
{127908,617346}
{-951958,-593969}
{8130,-294139}
{-562246,667498}
{474618,606146}
{435758,9308}
{-970297,-457907}
{-283998,-319320}
{-412610,748105}
{-235116,-484886}
{-880573,707362}
{-166453,730204}
{966344,602715}
{165577,806069}
{132326,805414}
{300184,-346730}
{98397,114360}
{-955407,-613759}
{-378270,834296}
{-214480,-704295}
{-937848,138422}
{437532,276296}
{-245466,504682}
{243441,-295443}
{-983245,193850}
{-9048,811629}
{-647230,450541}
{-247422,598031}
{980345,325692}
{-199443,-24732}
{-720696,-27558}
{-899325,305974}
{251303,858219}
{344433,-166168}
{-352770,-890371}
{808544,-303961}
{-743353,243762}
{-750141,424704}
{316408,-953473}
{-293762,-135300}
{277771,323915}
{181865,-132365}
{143792,653327}
{548135,778223}
{-586942,-752783}
{290479,326418}
{148248,-859620}
{57837,-505575}
{988439,476311}
{-838074,741937}
{186909,-971200}
{352552,-545030}
{289906,-795075}
{-475300,224271}
{-919884,-584058}
{597310,-831828}
{437623,-793050}
{-472312,-813060}
{930250,912764}
{570680,740794}
{274105,477969}
{-694361,891453}
{304630,-110463}
{-602142,-6186}
{287427,-870959}
{852722,-455958}
{986777,-584272}
{-863513,936541}
{379433,-405522}
{-635249,-206536}
{809484,878818}
{777789,969890}
{202739,-380452}
{-43365,-356931}
{242129,624596}
{-784767,-761760}
{494144,-756493}
{-982756,624771}
{-798528,-722363}
{-907092,-197030}
{570099,-202290}
{-932392,680604}
{18922,-317162}
{866335,-486389}
{-246202,526870}
{761409,539695}
{173728,173252}
{991309,-227649}
{-466264,-693370}
{26159,128675}
{-679172,367271}
{43257,942984}
{652039,-555416}
{139993,-491884}
{-394167,431539}
{72416,-983882}
{-126127,-492835}
{88223,715868}
{585846,-349900}
{492296,-437061}
{-281236,76282}
{124586,771949}
{270300,-941228}
{899675,-918396}
{-120860,-696588}
{551239,494978}
{51092,766187}
{174760,206222}
{-714224,-914224}
{-887669,-876063}
{926659,-19184}
{260898,-370634}
{-385809,-627841}
{-516675,-74132}
{4695,-629655}
{599065,-153951}
{-155380,189097}
{-791346,-719517}
{-400949,62836}
{231778,-80604}
{-19190,-554635}
{868262,622132}
{-24583,-570913}
{124661,-455437}
{830038,841590}
{228193,-376386}
{855305,846487}
{-909691,-704670}
{672534,-501745}
{443569,-932253}
{-412661,-610300}
{-746528,-335863}
{-228770,-716449}
{-775557,-123103}
{50556,236442}
{415180,-926127}
{-237414,-147008}
{70246,-667635}
{-582425,57227}
{862171,-905519}
{-89041,-584902}
{-233300,532457}
{-714593,281102}
{-228510,254485}
{-153598,-183906}
{480754,743750}
{647975,910631}
{712567,638084}
{-993614,703205}
{-967989,-547769}
{-523060,-330853}
{73097,-254494}
{-505330,-969039}
{808441,-86261}
{32264,485059}
{-850040,64937}
{-346127,589066}
{-522303,515195}
{2704,833932}
{949885,820997}
{-45325,959798}
{-539822,-828680}
{79949,316916}
{436880,-810640}
{-186994,-134120}
{573540,-791659}
{-13862,170545}
{232515,455960}
{818577,168604}
{498815,-930485}
{311021,-27251}
{184752,-567906}
{-756097,599543}
{869840,-424379}
{16791,884448}
{623466,-564145}
{-793164,800440}
{730032,-870743}
{-533823,825952}
{772885,-608821}
{95882,377116}
{-599565,367923}
{914919,902661}
{-629776,-498925}
{718053,-714919}
{-585787,-526135}
{39153,875184}
{-264442,-341018}
{-692368,363045}
{38128,945288}
{20336,528430}
{833253,-73051}
{882218,-517889}
{929130,-624613}
{-914610,780321}
{502300,-57875}
{876472,-5099}
{670387,904645}
{316835,-340835}
{15927,701393}
{238855,-403148}
{300305,654766}
{564556,-912466}
{-111923,-261523}
{909761,-421493}
{-735509,-789370}
{796211,-720931}
{-581090,747281}
{-678604,-24927}
{733689,-712323}
{151778,883600}
{-113628,-770595}
{-448743,122036}
{-555223,273594}
{-78609,-200569}
{-935348,-35141}
{135278,111359}
{776760,-685710}
{-448469,-229237}
{751430,103986}
{228917,421424}
{-174426,-654073}
{-726542,949733}
{839492,-794339}
{563441,880735}
{247878,-305737}
{172752,-295444}
{571805,161353}
{-662451,584863}
{-314794,-608412}
{130576,221723}
{-61517,-500335}
{958759,2157}
{503012,-939983}
{879869,-636944}
{671855,252395}
{418073,689682}
{-631692,292701}
{893236,769335}
{-48985,616710}
{-687738,-732879}
{963761,-903512}
{-426787,-813802}
{-375751,951447}
{-458953,45190}
{494719,-371411}
{370815,-379706}
{447414,946043}
{652282,362899}
{-870283,-978171}
{843864,432710}
{-895167,13439}
{580783,-444763}
{915021,981957}
{-475419,224135}
{395077,94982}
{367599,-181899}
{242790,-90448}
{470540,-824769}
{-462814,238325}
{933836,-637598}
{-536262,-653192}
{-18215,971513}
{84503,-979150}
{-561375,245481}
{839618,-409318}
{377588,712863}
{109292,402497}
{-671276,410484}
{-696648,-256216}
{978001,-646654}
{-331222,-551605}
{-823851,-733760}
{-133016,-10623}
{-895664,388004}
{-193174,566584}
{349095,-590486}
{-77741,279105}
{111429,-155244}
{588561,-372246}
{-503936,-112877}
{-767583,-703054}
{-846988,705202}
{400057,-423110}
{285851,831895}
{-378796,-456332}
{-73757,969875}
{836926,-630228}
{966626,-533311}
{385106,434453}
{364420,790754}
{-448438,-550628}
{745958,-134879}
{530521,651978}
{239787,822095}
{971,-973072}
{195428,738803}
{-261245,-331126}
{-349909,427140}
{372741,-569635}
{-397289,-761951}
{332725,569087}
{554280,686223}
{843504,-559846}
{684175,-656464}
{990404,-608083}
{-664967,657160}
{-531490,674905}
{-968308,-893588}
{-369283,-910543}
{-890855,515812}
{774558,810289}
{-374306,-441150}
{-9840,-223521}
{-602955,712515}
{662974,100222}
{-342774,969313}
{493483,-672619}
{995120,637195}
{782588,-265408}
{-469733,40102}
{274290,154380}
{-699803,48687}
{-772813,512556}
{-179719,346144}
{880223,-576039}
{-725693,-682017}
{-697715,183673}
{-690982,647021}
{42897,-879515}
{-705294,-623975}
{114110,-112192}
{655398,-967032}
{-514098,-929461}
{-274802,266570}
{-595901,139963}
{-711018,-289152}
{625383,-533613}
{615367,327282}
{-331117,-541806}
{-934810,-522134}
{-570406,-207196}
{-618569,336223}
{-961010,538350}
{-818669,462941}
{-514667,293227}
{-672641,-896511}
{96982,508771}
{-465653,480698}
{-519497,-399766}
{-680160,389534}
{249174,831696}
{-273885,-30394}
{-809689,437085}
{-462630,-523085}
{771912,-109902}
{-581259,792122}
{-315492,794320}
{446376,-155320}
{630236,-281892}
{-800151,211172}
{-154407,647667}
{500352,-213647}
{-721107,546826}
{-432648,-958620}
{49334,262291}
{455291,228258}
{441626,-26646}
{-340936,-888616}
{-404575,-149378}
{-744033,732688}
{205073,-804505}
{-655459,422860}
{-34562,-756001}
{-621262,-612379}
{12909,823165}
{876844,886188}
{285060,741843}
{-917091,12732}
{791042,-278384}
{-617359,-188292}
{-904894,-660274}
{-928553,-107543}
{-430177,-850805}
{197985,143937}
{-809557,-30637}
{-397309,848810}
{897605,153351}
{346936,166884}
{-285936,-814985}
{136809,711448}
{-890234,911006}
{-817744,-89762}
{977723,872446}
{200768,81881}
{-885448,613337}
{-576876,-521213}
{-162877,-114299}
{-777224,903671}
{-906499,-274174}
{906619,-870042}
{-521335,-777871}
{-982243,-820477}
{94984,618573}
{-251032,571671}
{-994482,232094}
{-548715,957661}
{987441,-697956}
{632770,-296898}
{-828984,-394707}
{934521,-197415}
{-685995,-256863}
{992773,350936}
{551502,-277458}
{755795,-555431}
{-503952,-155792}
{-339882,-327824}
{45957,498591}
{974714,46982}
{548993,597736}
{-650879,47517}
{568701,821097}
{-597093,-586229}
{666912,274764}
{231709,212659}
{-843619,-776645}
{-962755,-479041}
{-164470,90510}
{-580946,54728}
{-500002,-511141}
{289351,716638}
{876390,55}
{-593989,-385766}
{960964,774440}
{541535,-953964}
{-885755,558353}
{701000,653346}
{525904,-816595}
{-298856,-808517}
{561632,-801844}
{-58285,630228}
{-387018,-461465}
{695146,-671557}
{496900,84598}
{398488,-435900}
{420931,258146}
{822726,-413531}
{912233,-58477}
{921484,-508265}
{-130370,-792553}
{-940656,443414}
{731017,-153954}
{-784457,-572396}
{-360847,-480672}
{452702,604929}
{-628077,-853952}
{389110,413561}
{368945,-381995}
{-188722,747156}
{-871921,86242}
{527962,417262}
{-44677,-109380}
{310636,862313}
{896214,525272}
{-596980,323303}
{144946,-312523}
{-49205,290405}
{997787,614502}
{72283,-933057}
{448197,-614339}
{-756745,-734545}
{-711415,-975281}
{-717149,829817}
{-522380,232761}
{-720518,-529710}
{418313,-762552}
{-212975,-607557}
{-256543,-457004}
{735546,703245}
{-969864,792354}
{14106,-67605}
{283010,626570}
{342032,758831}
{-818992,769440}
{735490,-730137}
{-635891,-42319}
{897188,336896}
{461087,-72562}
{-788420,-530178}
{477533,111955}
{831528,616908}
{910669,-200984}
{800343,675190}
{636761,844669}
{18571,-437998}
{347813,473351}
{-687728,244660}
{-197276,-540324}
{-745902,716321}
{580578,339726}
{-885424,-854153}
{-287924,-574632}
{398885,-304653}
{560189,-438429}
{-337032,968676}
{76703,81610}
{-184729,-516173}
{-233734,-664728}
{426314,159841}
{254700,-539232}
{302600,437281}
{-658889,-629205}
{-77298,48727}
{625378,-495106}
{446767,93914}
{904177,836657}
{314520,-563227}
{-286468,741304}
{983344,-451858}
{572794,675151}
{-197442,-322593}
{891214,-669926}
{-865976,55479}
{559480,137641}
{925633,480219}
{-840327,319668}
{-437107,-21399}
{889588,-696992}
{457426,-946848}
{-392781,205118}
{899113,65907}
{708231,369592}
{-941417,882963}
{-589833,-642411}
{11155,592339}
{878859,543270}
{345913,-203422}
{143889,515949}
{-224635,538594}
{-785406,85228}
{-757996,-545563}
{689320,-930267}
{370282,638216}
{-330434,-622423}
{708602,-933540}
{-271383,413992}
{549845,947383}
{-860771,-99070}
{519300,-522094}
{351105,-946094}
{493465,489026}
{-802794,-537245}
{-974292,-363886}
{957272,778691}
{248963,879365}
{277183,283998}
{-623067,-523602}
{776952,-214057}
{91004,649813}
{-851530,923693}
{694841,-589994}
{102454,-677728}
{-613257,-498150}
{-535527,-205421}
{106739,-169764}
{-235718,709605}
{605404,-220519}
{-64974,-801254}
{-468788,-411926}
{-759932,-441159}
{165245,-782127}
{758456,414863}
{-235070,785884}
{486948,797510}
{-891904,-586283}
{199239,-716692}
{297283,239270}
{-255270,948902}
{-656737,-676785}
{718575,-798886}
{676275,942933}
{-635755,811072}
{795471,3035}
{303390,-181236}
{-885344,176386}
{137934,116627}
{374814,728362}
{885061,84033}
{-667514,-280056}
{-285907,349425}
{-6981,-594587}
{-109186,-429544}
{-233328,172142}
{768217,684432}
{-600682,-273419}
{495538,84075}
{421416,-503318}
{455259,-307200}
{-242202,291111}
{-714609,864417}
{-845086,-837698}
{-843829,274832}
{971921,448751}
{-461201,667508}
{-896958,-626940}
{-60566,-814456}
{872926,172655}
{-344722,-53969}
{-73631,840108}
{932295,880469}
{218689,-408671}
{380544,-81007}
{284002,-148216}
{-679085,-165836}
{-105238,658043}
{375563,-676766}
{122177,403652}
{150312,-477185}
{650338,567392}
{-480533,826883}
{874845,627603}
{456271,-624439}
{-650429,-529968}
{31492,-993686}
{-242105,726641}
{-236956,-798419}
{-126680,955176}
{532708,408747}
{275656,998480}
{866787,-330434}
{-423899,-61706}
{-104133,-646059}
{-489729,-294155}
{-132023,132478}
{976883,-421414}
{-388211,954141}
{-903509,914294}
{94037,806010}
{142128,10325}
{-441607,110999}
{-66082,-176520}
{16226,493807}
{433651,-21197}
{-263881,-4227}
{-964957,-456184}
{-200247,-95428}
{-648408,-107135}
{799136,539850}
{660288,-100321}
{62367,-188122}
{-27848,-354878}
{221656,-496117}
{-833125,764105}
{251492,894246}
{2284,508415}
{256514,222136}
{-801634,593317}
{-435085,397017}
{-27757,-791661}
{-147998,954526}
{277077,532993}
{-96662,946970}
{-465618,937367}
{540647,157433}
{-459,-724780}
{-569188,-453976}
{392190,-364858}
{51914,-521311}
{556514,376060}
{41,-789122}
{815412,-706291}
{-922990,-698339}
{-651473,395992}
{63414,336104}
{-614105,-514293}
{-538846,32008}
{608407,267034}
{768097,-111106}
{819643,976567}
{-718120,184580}
{135022,108751}
{-949040,-172541}
{664317,747662}
{-240936,335520}
{224738,-494791}
{695710,-613342}
{-460293,257984}
{-301812,-548004}
{541635,153770}
{-620109,53818}
{-531644,6087}
{618150,-658923}
{-462662,-872721}
{-796609,-192222}
{-112969,953813}
{-411269,370115}
{677070,962079}
{-850197,-100104}
{372875,-191419}
{966299,-870911}
{-41053,624330}
{266693,613063}
{-303757,-312943}
{-587191,704930}
{-206942,-79939}
{719903,-475978}
{-804734,602302}
{554738,236991}
{-253843,-951953}
{714873,937197}
{168890,-770655}
{-970196,-538841}
{-661091,-789775}
{317322,-992272}
{970149,-930088}
{-623284,639176}
{65398,-953161}
{-711643,-835900}
{-177495,155112}
{-119137,361828}
{-349732,679721}
{-935855,-826110}
{-822064,949388}
{-960274,-359473}
{-216690,-842942}
{721490,-808865}
{322394,-565176}
{-213429,740258}
{-78605,-785714}
{-647469,438961}
{886519,-433379}
{495411,-390964}
{142483,640434}
{949746,-281458}
{-968774,232169}
{773637,-782363}
{-429404,-385201}
{698399,546405}
{-731010,-950209}
{328133,-457020}
{93577,334590}
{-583751,-833961}
{-981181,-253226}
{75554,-125557}
{122163,-581832}
{-371919,-923979}
{-663519,-847848}
{733859,462268}
{920821,-389257}
{449904,94093}
{844845,704400}
{419906,-425357}
{-377714,-881131}
{-172424,371060}
{-197795,346093}
{42274,-277588}
{-160717,986165}
{927061,-41705}
{464576,692303}
{94562,945051}
{161847,-258908}
{-668289,-207212}
{367375,-316236}
{398666,-891243}
{-779168,-170004}
{994663,-996632}
{-994815,862220}
{-362093,598651}
{670450,895211}
{6026,-241821}
{-692727,301549}
{-188880,-169275}
{625696,-711275}
{-587988,598096}
{952340,709177}
{-304583,875371}
{-683886,869271}
{-910003,581812}
{-706148,212621}
{-113150,-900076}
{239674,877704}
{356255,965963}
{-973113,-141525}
{-501467,-808227}
{824476,393764}
{825588,-855707}
{377436,463762}
{968723,-229432}
{493687,73057}
{-619933,677036}
{-232659,426238}
{-872456,956477}
{430461,949909}
{844316,-306283}
{-392441,-230836}
{-652382,-606559}
{604402,-514509}
{755635,-854378}
{-47104,-759418}
{33580,-653490}
{584634,238589}
{964512,-687699}
{833416,755115}
{897303,150364}
{559789,-244538}
{374917,-340716}
{-898032,-897080}
{334527,-395652}
{-709466,385109}
{216111,549430}
{-991344,53823}
{184717,-427349}
{869062,96927}
{-289303,-221498}
{56276,637445}
{706145,-346963}
{704337,608088}
{804881,-488474}
{-980561,721868}
{-264985,-946782}
{339604,-415023}
{-518351,-371739}
{273597,2429}
{79278,-432352}
{599964,-741062}
{234955,-238066}
{290332,417792}
{-146150,207862}
{-445281,151659}
{-296405,575258}
{51080,-586744}
{445579,-950973}
{-96533,-487386}
{-958568,584002}
{-722385,841216}
{403366,-391287}
{-708963,849278}
{-103342,-93869}
{-520722,321780}
{218207,48842}
{1784,-683227}
{780179,727751}
{-306021,-408097}
{136544,595033}
{897829,-850874}
{905845,192592}
{143855,429866}
{-305623,-713802}
{533435,786259}
{-219756,-853177}
{-82975,272163}
{-616156,-583525}
{348504,33655}
{897642,199415}
{-740620,-440558}
{107989,-390649}
{588388,-992037}
{690916,852420}
{143485,30409}
{510277,792125}
{-566833,-113130}
{-52027,542969}
{941826,875888}
{-137887,728238}
{-961943,571417}
{-83986,-463749}
{-66918,-505611}
{145091,-435976}
{123515,-213396}
{-380150,-5187}
{739893,-927289}
{-666111,159552}
{375800,799412}
{-673304,-205756}
{794317,835917}
{-527602,-688331}
{-857998,863659}
{-695092,-597122}
{-268421,868262}
{698436,-562585}
{795781,571020}
{-143655,727806}
{-6642,395880}
{-354113,740860}
{-541436,968758}
{991865,-227009}
{127288,713316}
{-160082,936959}
{-156396,424947}
{-284754,756524}
{234973,-381139}
{792112,-319696}
{-245016,607074}
{-891331,534164}
{447853,-881343}
{-560380,-563798}
{326279,53826}
{-178495,939429}
{-518251,39553}
{442566,-680910}
{166201,-961462}
{-640566,113149}
{-261604,-214854}
{-331292,-575759}
{-322895,787104}
{-476934,-951858}
{-565599,342546}
{387658,-732746}
{-829939,648389}
{-708331,-595922}
{-793029,-828918}
{626427,-781892}
{71260,-487710}
{814027,-580377}
{-467976,943289}
{-946379,-927992}
{-888740,283820}
{-374918,85505}
{209017,-292267}
{319099,303264}
{161652,975552}
{-267540,392304}
{478851,628149}
{-530126,-238545}
